Heliumtest30
Sample30
GC / MS DATA FILE
11/11/2011 9:39:00 AM

Young-Mo Kim
GCMSD_1
SpectrumDescription	Minutes	BPI	TIC	TotalSignalRawFromIndex
SpectrumIndex 226 at 0.23 minutes; base peak 3.9 m/z with intensity 122168; TIC = 133272	0.23	122168	133272	133299
SpectrumIndex 227 at 0.23 minutes; base peak 3.9 m/z with intensity 124656; TIC = 135684	0.23	124656	135684	135704
SpectrumIndex 228 at 0.23 minutes; base peak 3.9 m/z with intensity 119032; TIC = 130300	0.23	119032	130300	130322
SpectrumIndex 229 at 0.23 minutes; base peak 3.9 m/z with intensity 123912; TIC = 134323	0.23	123912	134323	134353
SpectrumIndex 230 at 0.23 minutes; base peak 3.9 m/z with intensity 121600; TIC = 134429	0.23	121600	134429	134452
SpectrumIndex 231 at 0.23 minutes; base peak 3.9 m/z with intensity 121008; TIC = 132717	0.23	121008	132717	132741
SpectrumIndex 232 at 0.23 minutes; base peak 3.9 m/z with intensity 121968; TIC = 134082	0.23	121968	134082	134104
SpectrumIndex 233 at 0.23 minutes; base peak 3.9 m/z with intensity 121096; TIC = 133676	0.23	121096	133676	133693
SpectrumIndex 234 at 0.23 minutes; base peak 3.9 m/z with intensity 119888; TIC = 130388	0.23	119888	130388	130412
SpectrumIndex 235 at 0.23 minutes; base peak 3.9 m/z with intensity 122880; TIC = 135870	0.23	122880	135870	135895
SpectrumIndex 236 at 0.23 minutes; base peak 3.9 m/z with intensity 122608; TIC = 133913	0.23	122608	133913	133937
SpectrumIndex 237 at 0.23 minutes; base peak 3.9 m/z with intensity 123576; TIC = 134371	0.23	123576	134371	134394
SpectrumIndex 238 at 0.23 minutes; base peak 3.9 m/z with intensity 121568; TIC = 134030	0.23	121568	134030	134055
SpectrumIndex 239 at 0.23 minutes; base peak 3.9 m/z with intensity 123288; TIC = 134610	0.23	123288	134610	134643
SpectrumIndex 240 at 0.24 minutes; base peak 3.9 m/z with intensity 120560; TIC = 130946	0.24	120560	130946	130966
SpectrumIndex 241 at 0.24 minutes; base peak 3.9 m/z with intensity 119992; TIC = 130894	0.24	119992	130894	130919
SpectrumIndex 242 at 0.24 minutes; base peak 3.9 m/z with intensity 121064; TIC = 131748	0.24	121064	131748	131771
SpectrumIndex 243 at 0.24 minutes; base peak 3.9 m/z with intensity 120456; TIC = 132177	0.24	120456	132177	132192
SpectrumIndex 244 at 0.24 minutes; base peak 3.9 m/z with intensity 121736; TIC = 132068	0.24	121736	132068	132094
SpectrumIndex 245 at 0.24 minutes; base peak 3.9 m/z with intensity 124232; TIC = 135941	0.24	124232	135941	135966
SpectrumIndex 246 at 0.24 minutes; base peak 3.9 m/z with intensity 123128; TIC = 134643	0.24	123128	134643	134665
SpectrumIndex 247 at 0.24 minutes; base peak 3.9 m/z with intensity 122856; TIC = 132917	0.24	122856	132917	132937
SpectrumIndex 248 at 0.24 minutes; base peak 3.9 m/z with intensity 123720; TIC = 134784	0.24	123720	134784	134804
SpectrumIndex 249 at 0.24 minutes; base peak 3.9 m/z with intensity 120192; TIC = 130857	0.24	120192	130857	130880
SpectrumIndex 250 at 0.24 minutes; base peak 3.9 m/z with intensity 119736; TIC = 130354	0.24	119736	130354	130374
SpectrumIndex 251 at 0.24 minutes; base peak 3.9 m/z with intensity 121608; TIC = 133034	0.24	121608	133034	133058
SpectrumIndex 252 at 0.24 minutes; base peak 3.9 m/z with intensity 124128; TIC = 135096	0.24	124128	135096	135114
SpectrumIndex 253 at 0.24 minutes; base peak 3.9 m/z with intensity 123344; TIC = 134772	0.24	123344	134772	134792
SpectrumIndex 254 at 0.24 minutes; base peak 3.9 m/z with intensity 122760; TIC = 134427	0.24	122760	134427	134447
SpectrumIndex 255 at 0.24 minutes; base peak 3.9 m/z with intensity 122296; TIC = 133080	0.24	122296	133080	133100
SpectrumIndex 256 at 0.25 minutes; base peak 3.9 m/z with intensity 120856; TIC = 131338	0.25	120856	131338	131358
SpectrumIndex 257 at 0.25 minutes; base peak 3.9 m/z with intensity 123264; TIC = 134980	0.25	123264	134980	135003
SpectrumIndex 258 at 0.25 minutes; base peak 3.9 m/z with intensity 123752; TIC = 135474	0.25	123752	135474	135497
SpectrumIndex 259 at 0.25 minutes; base peak 3.9 m/z with intensity 122448; TIC = 133876	0.25	122448	133876	133895
SpectrumIndex 260 at 0.25 minutes; base peak 3.9 m/z with intensity 122040; TIC = 133984	0.25	122040	133984	134008
SpectrumIndex 261 at 0.25 minutes; base peak 3.9 m/z with intensity 123312; TIC = 135587	0.25	123312	135587	135607
SpectrumIndex 262 at 0.25 minutes; base peak 3.9 m/z with intensity 119376; TIC = 130488	0.25	119376	130488	130506
SpectrumIndex 263 at 0.25 minutes; base peak 3.9 m/z with intensity 122712; TIC = 133843	0.25	122712	133843	133865
SpectrumIndex 264 at 0.25 minutes; base peak 3.9 m/z with intensity 124632; TIC = 135075	0.25	124632	135075	135099
SpectrumIndex 265 at 0.25 minutes; base peak 3.9 m/z with intensity 123448; TIC = 134160	0.25	123448	134160	134183
SpectrumIndex 266 at 0.25 minutes; base peak 3.9 m/z with intensity 118936; TIC = 130287	0.25	118936	130287	130309
SpectrumIndex 267 at 0.25 minutes; base peak 3.9 m/z with intensity 118240; TIC = 128556	0.25	118240	128556	128582
SpectrumIndex 268 at 0.25 minutes; base peak 3.9 m/z with intensity 119960; TIC = 130754	0.25	119960	130754	130782
SpectrumIndex 269 at 0.25 minutes; base peak 3.9 m/z with intensity 120280; TIC = 130707	0.25	120280	130707	130725
SpectrumIndex 270 at 0.25 minutes; base peak 3.9 m/z with intensity 122520; TIC = 134784	0.25	122520	134784	134805
SpectrumIndex 271 at 0.25 minutes; base peak 3.9 m/z with intensity 121952; TIC = 133053	0.25	121952	133053	133073
SpectrumIndex 272 at 0.25 minutes; base peak 3.9 m/z with intensity 121272; TIC = 133114	0.25	121272	133114	133143
SpectrumIndex 273 at 0.26 minutes; base peak 3.9 m/z with intensity 125104; TIC = 137156	0.26	125104	137156	137178
SpectrumIndex 274 at 0.26 minutes; base peak 3.9 m/z with intensity 124248; TIC = 135420	0.26	124248	135420	135444
SpectrumIndex 275 at 0.26 minutes; base peak 3.9 m/z with intensity 117176; TIC = 128826	0.26	117176	128826	128845
SpectrumIndex 276 at 0.26 minutes; base peak 3.9 m/z with intensity 118784; TIC = 129507	0.26	118784	129507	129527
SpectrumIndex 277 at 0.26 minutes; base peak 3.9 m/z with intensity 123696; TIC = 135432	0.26	123696	135432	135459
SpectrumIndex 278 at 0.26 minutes; base peak 3.9 m/z with intensity 121616; TIC = 132106	0.26	121616	132106	132129
SpectrumIndex 279 at 0.26 minutes; base peak 3.9 m/z with intensity 118728; TIC = 128976	0.26	118728	128976	129001
SpectrumIndex 280 at 0.26 minutes; base peak 3.9 m/z with intensity 119232; TIC = 130481	0.26	119232	130481	130501
SpectrumIndex 281 at 0.26 minutes; base peak 3.9 m/z with intensity 118568; TIC = 130919	0.26	118568	130919	130947
SpectrumIndex 282 at 0.26 minutes; base peak 3.9 m/z with intensity 124056; TIC = 135102	0.26	124056	135102	135126
SpectrumIndex 283 at 0.26 minutes; base peak 3.9 m/z with intensity 119408; TIC = 130032	0.26	119408	130032	130055
SpectrumIndex 284 at 0.26 minutes; base peak 3.9 m/z with intensity 120640; TIC = 131836	0.26	120640	131836	131858
SpectrumIndex 285 at 0.26 minutes; base peak 3.9 m/z with intensity 126904; TIC = 138022	0.26	126904	138022	138052
SpectrumIndex 286 at 0.26 minutes; base peak 3.9 m/z with intensity 124568; TIC = 135682	0.26	124568	135682	135703
SpectrumIndex 287 at 0.26 minutes; base peak 3.9 m/z with intensity 120192; TIC = 131698	0.26	120192	131698	131724
SpectrumIndex 288 at 0.26 minutes; base peak 3.9 m/z with intensity 118896; TIC = 130781	0.26	118896	130781	130806
SpectrumIndex 289 at 0.27 minutes; base peak 3.9 m/z with intensity 122352; TIC = 134084	0.27	122352	134084	134107
SpectrumIndex 290 at 0.27 minutes; base peak 3.9 m/z with intensity 123352; TIC = 134038	0.27	123352	134038	134064
SpectrumIndex 291 at 0.27 minutes; base peak 3.9 m/z with intensity 125200; TIC = 136945	0.27	125200	136945	136962
SpectrumIndex 292 at 0.27 minutes; base peak 3.9 m/z with intensity 120136; TIC = 132756	0.27	120136	132756	132779
SpectrumIndex 293 at 0.27 minutes; base peak 3.9 m/z with intensity 119488; TIC = 131194	0.27	119488	131194	131226
SpectrumIndex 294 at 0.27 minutes; base peak 3.9 m/z with intensity 120728; TIC = 131588	0.27	120728	131588	131609
SpectrumIndex 295 at 0.27 minutes; base peak 3.9 m/z with intensity 124576; TIC = 135343	0.27	124576	135343	135365
SpectrumIndex 296 at 0.27 minutes; base peak 3.9 m/z with intensity 122064; TIC = 134002	0.27	122064	134002	134026
SpectrumIndex 297 at 0.27 minutes; base peak 3.9 m/z with intensity 118176; TIC = 129907	0.27	118176	129907	129936
SpectrumIndex 298 at 0.27 minutes; base peak 3.9 m/z with intensity 119336; TIC = 129945	0.27	119336	129945	129973
SpectrumIndex 299 at 0.27 minutes; base peak 3.9 m/z with intensity 125920; TIC = 136728	0.27	125920	136728	136751
SpectrumIndex 300 at 0.27 minutes; base peak 3.9 m/z with intensity 121760; TIC = 133329	0.27	121760	133329	133354
SpectrumIndex 301 at 0.27 minutes; base peak 3.9 m/z with intensity 125336; TIC = 136334	0.27	125336	136334	136352
SpectrumIndex 302 at 0.27 minutes; base peak 3.9 m/z with intensity 120304; TIC = 131988	0.27	120304	131988	132014
SpectrumIndex 303 at 0.27 minutes; base peak 3.9 m/z with intensity 120496; TIC = 132035	0.27	120496	132035	132058
SpectrumIndex 304 at 0.27 minutes; base peak 3.9 m/z with intensity 119600; TIC = 131410	0.27	119600	131410	131433
SpectrumIndex 305 at 0.28 minutes; base peak 3.9 m/z with intensity 121264; TIC = 132329	0.28	121264	132329	132350
SpectrumIndex 306 at 0.28 minutes; base peak 3.9 m/z with intensity 118088; TIC = 128507	0.28	118088	128507	128528
SpectrumIndex 307 at 0.28 minutes; base peak 3.9 m/z with intensity 118600; TIC = 130384	0.28	118600	130384	130407
SpectrumIndex 308 at 0.28 minutes; base peak 3.9 m/z with intensity 123192; TIC = 134082	0.28	123192	134082	134105
SpectrumIndex 309 at 0.28 minutes; base peak 3.9 m/z with intensity 122744; TIC = 134296	0.28	122744	134296	134320
SpectrumIndex 310 at 0.28 minutes; base peak 3.9 m/z with intensity 122024; TIC = 133708	0.28	122024	133708	133729
SpectrumIndex 311 at 0.28 minutes; base peak 3.9 m/z with intensity 124424; TIC = 135313	0.28	124424	135313	135337
SpectrumIndex 312 at 0.28 minutes; base peak 3.9 m/z with intensity 122648; TIC = 133980	0.28	122648	133980	133997
SpectrumIndex 313 at 0.28 minutes; base peak 3.9 m/z with intensity 120032; TIC = 130386	0.28	120032	130386	130414
SpectrumIndex 314 at 0.28 minutes; base peak 3.9 m/z with intensity 121616; TIC = 133856	0.28	121616	133856	133877
SpectrumIndex 315 at 0.28 minutes; base peak 3.9 m/z with intensity 120752; TIC = 132770	0.28	120752	132770	132794
SpectrumIndex 316 at 0.28 minutes; base peak 3.9 m/z with intensity 124744; TIC = 135558	0.28	124744	135558	135580
SpectrumIndex 317 at 0.28 minutes; base peak 3.9 m/z with intensity 121840; TIC = 133861	0.28	121840	133861	133887
SpectrumIndex 318 at 0.28 minutes; base peak 3.9 m/z with intensity 121576; TIC = 133221	0.28	121576	133221	133238
SpectrumIndex 319 at 0.28 minutes; base peak 3.9 m/z with intensity 120000; TIC = 132118	0.28	120000	132118	132135
SpectrumIndex 320 at 0.28 minutes; base peak 3.9 m/z with intensity 119272; TIC = 130368	0.28	119272	130368	130394
SpectrumIndex 321 at 0.29 minutes; base peak 3.9 m/z with intensity 123552; TIC = 134575	0.29	123552	134575	134604
SpectrumIndex 322 at 0.29 minutes; base peak 3.9 m/z with intensity 123008; TIC = 134657	0.29	123008	134657	134683
SpectrumIndex 323 at 0.29 minutes; base peak 3.9 m/z with intensity 115960; TIC = 127672	0.29	115960	127672	127692
SpectrumIndex 324 at 0.29 minutes; base peak 3.9 m/z with intensity 120296; TIC = 131809	0.29	120296	131809	131828
SpectrumIndex 325 at 0.29 minutes; base peak 3.9 m/z with intensity 120688; TIC = 131237	0.29	120688	131237	131258
SpectrumIndex 326 at 0.29 minutes; base peak 3.9 m/z with intensity 125264; TIC = 137028	0.29	125264	137028	137049
SpectrumIndex 327 at 0.29 minutes; base peak 3.9 m/z with intensity 126856; TIC = 137787	0.29	126856	137787	137804
SpectrumIndex 328 at 0.29 minutes; base peak 3.9 m/z with intensity 121416; TIC = 133045	0.29	121416	133045	133067
SpectrumIndex 329 at 0.29 minutes; base peak 3.9 m/z with intensity 122752; TIC = 135138	0.29	122752	135138	135163
SpectrumIndex 330 at 0.29 minutes; base peak 3.9 m/z with intensity 122880; TIC = 134891	0.29	122880	134891	134919
SpectrumIndex 331 at 0.29 minutes; base peak 3.9 m/z with intensity 118048; TIC = 130597	0.29	118048	130597	130623
SpectrumIndex 332 at 0.29 minutes; base peak 3.9 m/z with intensity 123096; TIC = 134439	0.29	123096	134439	134460
SpectrumIndex 333 at 0.29 minutes; base peak 3.9 m/z with intensity 121912; TIC = 133050	0.29	121912	133050	133079
SpectrumIndex 334 at 0.29 minutes; base peak 3.9 m/z with intensity 122632; TIC = 133833	0.29	122632	133833	133858
SpectrumIndex 335 at 0.29 minutes; base peak 3.9 m/z with intensity 125304; TIC = 136996	0.29	125304	136996	137024
SpectrumIndex 336 at 0.29 minutes; base peak 3.9 m/z with intensity 122224; TIC = 134396	0.29	122224	134396	134425
SpectrumIndex 337 at 0.29 minutes; base peak 3.9 m/z with intensity 119728; TIC = 131023	0.29	119728	131023	131045
SpectrumIndex 338 at 0.30 minutes; base peak 3.9 m/z with intensity 120040; TIC = 131783	0.30	120040	131783	131804
SpectrumIndex 339 at 0.30 minutes; base peak 3.9 m/z with intensity 125408; TIC = 136487	0.30	125408	136487	136509
SpectrumIndex 340 at 0.30 minutes; base peak 3.9 m/z with intensity 121488; TIC = 131714	0.30	121488	131714	131737
SpectrumIndex 341 at 0.30 minutes; base peak 3.9 m/z with intensity 125272; TIC = 136420	0.30	125272	136420	136438
SpectrumIndex 342 at 0.30 minutes; base peak 3.9 m/z with intensity 121168; TIC = 132836	0.30	121168	132836	132864
SpectrumIndex 343 at 0.30 minutes; base peak 3.9 m/z with intensity 119576; TIC = 130202	0.30	119576	130202	130221
SpectrumIndex 344 at 0.30 minutes; base peak 3.9 m/z with intensity 121136; TIC = 132771	0.30	121136	132771	132791
SpectrumIndex 345 at 0.30 minutes; base peak 3.9 m/z with intensity 123504; TIC = 134542	0.30	123504	134542	134569
SpectrumIndex 346 at 0.30 minutes; base peak 3.9 m/z with intensity 122128; TIC = 133105	0.30	122128	133105	133122
SpectrumIndex 347 at 0.30 minutes; base peak 3.9 m/z with intensity 122752; TIC = 133600	0.30	122752	133600	133623
SpectrumIndex 348 at 0.30 minutes; base peak 3.9 m/z with intensity 125976; TIC = 137039	0.30	125976	137039	137062
SpectrumIndex 349 at 0.30 minutes; base peak 3.9 m/z with intensity 125048; TIC = 135144	0.30	125048	135144	135170
SpectrumIndex 350 at 0.30 minutes; base peak 3.9 m/z with intensity 119216; TIC = 130732	0.30	119216	130732	130749
SpectrumIndex 351 at 0.30 minutes; base peak 3.9 m/z with intensity 119776; TIC = 130438	0.30	119776	130438	130459
SpectrumIndex 352 at 0.30 minutes; base peak 3.9 m/z with intensity 121560; TIC = 132825	0.30	121560	132825	132844
SpectrumIndex 353 at 0.30 minutes; base peak 3.9 m/z with intensity 124440; TIC = 135195	0.30	124440	135195	135222
SpectrumIndex 354 at 0.31 minutes; base peak 3.9 m/z with intensity 124760; TIC = 135669	0.31	124760	135669	135693
SpectrumIndex 355 at 0.31 minutes; base peak 3.9 m/z with intensity 122376; TIC = 133658	0.31	122376	133658	133682
SpectrumIndex 356 at 0.31 minutes; base peak 3.9 m/z with intensity 118456; TIC = 131006	0.31	118456	131006	131031
SpectrumIndex 357 at 0.31 minutes; base peak 3.9 m/z with intensity 123568; TIC = 134900	0.31	123568	134900	134923
SpectrumIndex 358 at 0.31 minutes; base peak 3.9 m/z with intensity 122976; TIC = 133874	0.31	122976	133874	133898
SpectrumIndex 359 at 0.31 minutes; base peak 3.9 m/z with intensity 121296; TIC = 132969	0.31	121296	132969	132996
SpectrumIndex 360 at 0.31 minutes; base peak 3.9 m/z with intensity 123320; TIC = 134690	0.31	123320	134690	134715
SpectrumIndex 361 at 0.31 minutes; base peak 3.9 m/z with intensity 123064; TIC = 134859	0.31	123064	134859	134879
SpectrumIndex 362 at 0.31 minutes; base peak 3.9 m/z with intensity 121704; TIC = 132980	0.31	121704	132980	132997
SpectrumIndex 363 at 0.31 minutes; base peak 3.9 m/z with intensity 121648; TIC = 133301	0.31	121648	133301	133328
SpectrumIndex 364 at 0.31 minutes; base peak 3.9 m/z with intensity 127872; TIC = 140168	0.31	127872	140168	140187
SpectrumIndex 365 at 0.31 minutes; base peak 3.9 m/z with intensity 121792; TIC = 132577	0.31	121792	132577	132598
SpectrumIndex 366 at 0.31 minutes; base peak 3.9 m/z with intensity 120216; TIC = 130722	0.31	120216	130722	130742
SpectrumIndex 367 at 0.31 minutes; base peak 3.9 m/z with intensity 122072; TIC = 133004	0.31	122072	133004	133026
SpectrumIndex 368 at 0.31 minutes; base peak 3.9 m/z with intensity 122616; TIC = 134245	0.31	122616	134245	134272
SpectrumIndex 369 at 0.31 minutes; base peak 3.9 m/z with intensity 122232; TIC = 133936	0.31	122232	133936	133959
SpectrumIndex 370 at 0.32 minutes; base peak 3.9 m/z with intensity 120832; TIC = 131848	0.32	120832	131848	131871
SpectrumIndex 371 at 0.32 minutes; base peak 3.9 m/z with intensity 123184; TIC = 134959	0.32	123184	134959	134986
SpectrumIndex 372 at 0.32 minutes; base peak 3.9 m/z with intensity 123744; TIC = 134711	0.32	123744	134711	134733
SpectrumIndex 373 at 0.32 minutes; base peak 3.9 m/z with intensity 123040; TIC = 134969	0.32	123040	134969	134986
SpectrumIndex 374 at 0.32 minutes; base peak 3.9 m/z with intensity 120264; TIC = 132345	0.32	120264	132345	132366
SpectrumIndex 375 at 0.32 minutes; base peak 3.9 m/z with intensity 120944; TIC = 131660	0.32	120944	131660	131678
SpectrumIndex 376 at 0.32 minutes; base peak 3.9 m/z with intensity 119328; TIC = 130298	0.32	119328	130298	130323
SpectrumIndex 377 at 0.32 minutes; base peak 3.9 m/z with intensity 124432; TIC = 135661	0.32	124432	135661	135678
SpectrumIndex 378 at 0.32 minutes; base peak 3.9 m/z with intensity 121120; TIC = 133163	0.32	121120	133163	133188
SpectrumIndex 379 at 0.32 minutes; base peak 3.9 m/z with intensity 120224; TIC = 131552	0.32	120224	131552	131574
SpectrumIndex 380 at 0.32 minutes; base peak 3.9 m/z with intensity 123144; TIC = 134815	0.32	123144	134815	134837
SpectrumIndex 381 at 0.32 minutes; base peak 3.9 m/z with intensity 119520; TIC = 130294	0.32	119520	130294	130321
SpectrumIndex 382 at 0.32 minutes; base peak 3.9 m/z with intensity 119592; TIC = 131527	0.32	119592	131527	131546
SpectrumIndex 383 at 0.32 minutes; base peak 3.9 m/z with intensity 120888; TIC = 131892	0.32	120888	131892	131921
SpectrumIndex 384 at 0.32 minutes; base peak 3.9 m/z with intensity 121512; TIC = 132848	0.32	121512	132848	132866
SpectrumIndex 385 at 0.32 minutes; base peak 3.9 m/z with intensity 124096; TIC = 135857	0.32	124096	135857	135880
SpectrumIndex 386 at 0.32 minutes; base peak 3.9 m/z with intensity 124696; TIC = 136207	0.32	124696	136207	136228
SpectrumIndex 387 at 0.33 minutes; base peak 3.9 m/z with intensity 122440; TIC = 133753	0.33	122440	133753	133776
SpectrumIndex 388 at 0.33 minutes; base peak 3.9 m/z with intensity 120712; TIC = 131914	0.33	120712	131914	131937
