FSFA_Diffusion_Pre_nondev_010
Sample31
GC / MS DATA FILE
9/22/2011 9:04:00 AM

Young-Mo Kim
GCMSD_1
SpectrumDescription	Minutes	BPI	TIC
SpectrumIndex 5985 at 23.42 minutes; base peak 980.95 m/z with intensity 3260; TIC = 110361	23.42	3260	110361
SpectrumIndex 5986 at 23.42 minutes; base peak 977.75 m/z with intensity 3296; TIC = 117189	23.42	3296	117189
SpectrumIndex 5987 at 23.42 minutes; base peak 979.45 m/z with intensity 3256; TIC = 93005	23.42	3256	93005
SpectrumIndex 5988 at 23.42 minutes; base peak 978.05 m/z with intensity 3258; TIC = 106463	23.42	3258	106463
SpectrumIndex 5989 at 23.43 minutes; base peak 987.15 m/z with intensity 3254; TIC = 103101	23.43	3254	103101
SpectrumIndex 5990 at 23.43 minutes; base peak 985.7 m/z with intensity 3494; TIC = 95787	23.43	3494	95787
SpectrumIndex 5991 at 23.43 minutes; base peak 980.9 m/z with intensity 3258; TIC = 106177	23.43	3258	106177
SpectrumIndex 5992 at 23.44 minutes; base peak 980.35 m/z with intensity 3296; TIC = 110685	23.44	3296	110685
SpectrumIndex 5993 at 23.44 minutes; base peak 980.35 m/z with intensity 3256; TIC = 107115	23.44	3256	107115
SpectrumIndex 5994 at 23.44 minutes; base peak 981.75 m/z with intensity 3516; TIC = 118273	23.44	3516	118273
SpectrumIndex 5995 at 23.44 minutes; base peak 991.75 m/z with intensity 3274; TIC = 100999	23.44	3274	100999
SpectrumIndex 5996 at 23.45 minutes; base peak 980.8 m/z with intensity 3260; TIC = 101651	23.45	3260	101651
SpectrumIndex 5997 at 23.45 minutes; base peak 985.55 m/z with intensity 3536; TIC = 106591	23.45	3536	106591
SpectrumIndex 5998 at 23.45 minutes; base peak 980.4 m/z with intensity 3256; TIC = 102193	23.45	3256	102193
SpectrumIndex 5999 at 23.46 minutes; base peak 984 m/z with intensity 3538; TIC = 111705	23.46	3538	111705
SpectrumIndex 6000 at 23.46 minutes; base peak 974.2 m/z with intensity 3518; TIC = 109257	23.46	3518	109257
SpectrumIndex 6001 at 23.46 minutes; base peak 984.25 m/z with intensity 3258; TIC = 107983	23.46	3258	107983
SpectrumIndex 6002 at 23.46 minutes; base peak 978.95 m/z with intensity 3298; TIC = 100305	23.46	3298	100305
SpectrumIndex 6003 at 23.47 minutes; base peak 977.4 m/z with intensity 3256; TIC = 99745	23.47	3256	99745
SpectrumIndex 6004 at 23.47 minutes; base peak 980.5 m/z with intensity 3260; TIC = 110971	23.47	3260	110971
SpectrumIndex 6005 at 23.47 minutes; base peak 987.2 m/z with intensity 3276; TIC = 119185	23.47	3276	119185
SpectrumIndex 6006 at 23.48 minutes; base peak 988.45 m/z with intensity 3258; TIC = 106689	23.48	3258	106689
SpectrumIndex 6007 at 23.48 minutes; base peak 985.4 m/z with intensity 3258; TIC = 99929	23.48	3258	99929
SpectrumIndex 6008 at 23.48 minutes; base peak 983.65 m/z with intensity 3300; TIC = 109093	23.48	3300	109093
SpectrumIndex 6009 at 23.48 minutes; base peak 976 m/z with intensity 3260; TIC = 105373	23.48	3260	105373
SpectrumIndex 6010 at 23.49 minutes; base peak 978.65 m/z with intensity 3298; TIC = 110355	23.49	3298	110355
SpectrumIndex 6011 at 23.49 minutes; base peak 982.7 m/z with intensity 3258; TIC = 117425	23.49	3258	117425
SpectrumIndex 6012 at 23.49 minutes; base peak 979.6 m/z with intensity 3274; TIC = 118537	23.49	3274	118537
SpectrumIndex 6013 at 23.50 minutes; base peak 979.15 m/z with intensity 3296; TIC = 117061	23.50	3296	117061
SpectrumIndex 6014 at 23.50 minutes; base peak 975.75 m/z with intensity 3256; TIC = 97991	23.50	3256	97991
SpectrumIndex 6015 at 23.50 minutes; base peak 980.2 m/z with intensity 3258; TIC = 105299	23.50	3258	105299
SpectrumIndex 6016 at 23.50 minutes; base peak 988.25 m/z with intensity 3298; TIC = 101891	23.50	3298	101891
SpectrumIndex 6017 at 23.51 minutes; base peak 988.9 m/z with intensity 3258; TIC = 109849	23.51	3258	109849
SpectrumIndex 6018 at 23.51 minutes; base peak 981.2 m/z with intensity 3256; TIC = 119053	23.51	3256	119053
SpectrumIndex 6019 at 23.51 minutes; base peak 981.65 m/z with intensity 3258; TIC = 103879	23.51	3258	103879
SpectrumIndex 6020 at 23.52 minutes; base peak 976.3 m/z with intensity 3256; TIC = 105705	23.52	3256	105705
SpectrumIndex 6021 at 23.52 minutes; base peak 987.5 m/z with intensity 3296; TIC = 115289	23.52	3296	115289
SpectrumIndex 6022 at 23.52 minutes; base peak 981.85 m/z with intensity 3456; TIC = 121567	23.52	3456	121567
SpectrumIndex 6023 at 23.53 minutes; base peak 984.25 m/z with intensity 3498; TIC = 114597	23.53	3498	114597
SpectrumIndex 6024 at 23.53 minutes; base peak 974.6 m/z with intensity 3298; TIC = 109835	23.53	3298	109835
SpectrumIndex 6025 at 23.53 minutes; base peak 981.15 m/z with intensity 3258; TIC = 124637	23.53	3258	124637
SpectrumIndex 6026 at 23.53 minutes; base peak 984.5 m/z with intensity 3256; TIC = 108883	23.53	3256	108883
SpectrumIndex 6027 at 23.54 minutes; base peak 981.5 m/z with intensity 3536; TIC = 108535	23.54	3536	108535
SpectrumIndex 6028 at 23.54 minutes; base peak 981.4 m/z with intensity 3298; TIC = 112351	23.54	3298	112351
SpectrumIndex 6029 at 23.54 minutes; base peak 984.65 m/z with intensity 3258; TIC = 104899	23.54	3258	104899
SpectrumIndex 6030 at 23.55 minutes; base peak 985.3 m/z with intensity 3276; TIC = 110755	23.55	3276	110755
SpectrumIndex 6031 at 23.55 minutes; base peak 975.25 m/z with intensity 3536; TIC = 99723	23.55	3536	99723
SpectrumIndex 6032 at 23.55 minutes; base peak 975.4 m/z with intensity 3298; TIC = 116475	23.55	3298	116475
SpectrumIndex 6033 at 23.55 minutes; base peak 976.3 m/z with intensity 3258; TIC = 103623	23.55	3258	103623
SpectrumIndex 6034 at 23.56 minutes; base peak 984.2 m/z with intensity 3278; TIC = 115595	23.56	3278	115595
SpectrumIndex 6035 at 23.56 minutes; base peak 976.8 m/z with intensity 3258; TIC = 109163	23.56	3258	109163
SpectrumIndex 6036 at 23.56 minutes; base peak 980.2 m/z with intensity 3256; TIC = 112649	23.56	3256	112649
SpectrumIndex 6037 at 23.57 minutes; base peak 983.6 m/z with intensity 3298; TIC = 107865	23.57	3298	107865
SpectrumIndex 6038 at 23.57 minutes; base peak 984.15 m/z with intensity 3298; TIC = 113235	23.57	3298	113235
SpectrumIndex 6039 at 23.57 minutes; base peak 981.55 m/z with intensity 3256; TIC = 105167	23.57	3256	105167
SpectrumIndex 6040 at 23.57 minutes; base peak 980.85 m/z with intensity 3256; TIC = 101843	23.57	3256	101843
SpectrumIndex 6041 at 23.58 minutes; base peak 985.35 m/z with intensity 3258; TIC = 114095	23.58	3258	114095
SpectrumIndex 6042 at 23.58 minutes; base peak 985.05 m/z with intensity 3256; TIC = 92063	23.58	3256	92063
SpectrumIndex 6043 at 23.58 minutes; base peak 980.2 m/z with intensity 3478; TIC = 109171	23.58	3478	109171
SpectrumIndex 6044 at 23.59 minutes; base peak 971.15 m/z with intensity 3298; TIC = 105921	23.59	3298	105921
SpectrumIndex 6045 at 23.59 minutes; base peak 982.8 m/z with intensity 3256; TIC = 101127	23.59	3256	101127
SpectrumIndex 6046 at 23.59 minutes; base peak 970.15 m/z with intensity 3276; TIC = 102911	23.59	3276	102911
SpectrumIndex 6047 at 23.59 minutes; base peak 974.85 m/z with intensity 3256; TIC = 108503	23.59	3256	108503
SpectrumIndex 6048 at 23.60 minutes; base peak 977.75 m/z with intensity 3576; TIC = 98421	23.60	3576	98421
SpectrumIndex 6049 at 23.60 minutes; base peak 982.8 m/z with intensity 3294; TIC = 116425	23.60	3294	116425
SpectrumIndex 6050 at 23.60 minutes; base peak 975.7 m/z with intensity 3254; TIC = 103853	23.60	3254	103853
SpectrumIndex 6051 at 23.61 minutes; base peak 978.6 m/z with intensity 3258; TIC = 111713	23.61	3258	111713
SpectrumIndex 6052 at 23.61 minutes; base peak 978 m/z with intensity 3258; TIC = 116143	23.61	3258	116143
SpectrumIndex 6053 at 23.61 minutes; base peak 981.95 m/z with intensity 3518; TIC = 103277	23.61	3518	103277
SpectrumIndex 6054 at 23.61 minutes; base peak 977.2 m/z with intensity 3494; TIC = 106807	23.61	3494	106807
SpectrumIndex 6055 at 23.62 minutes; base peak 979.2 m/z with intensity 3498; TIC = 108395	23.62	3498	108395
SpectrumIndex 6056 at 23.62 minutes; base peak 980.5 m/z with intensity 3478; TIC = 97045	23.62	3478	97045
SpectrumIndex 6057 at 23.62 minutes; base peak 978.25 m/z with intensity 3256; TIC = 110003	23.62	3256	110003
SpectrumIndex 6058 at 23.63 minutes; base peak 980.35 m/z with intensity 3278; TIC = 117351	23.63	3278	117351
SpectrumIndex 6059 at 23.63 minutes; base peak 974.95 m/z with intensity 3258; TIC = 111959	23.63	3258	111959
SpectrumIndex 6060 at 23.63 minutes; base peak 984.65 m/z with intensity 3278; TIC = 111409	23.63	3278	111409
SpectrumIndex 6061 at 23.64 minutes; base peak 980.75 m/z with intensity 3256; TIC = 112167	23.64	3256	112167
SpectrumIndex 6062 at 23.64 minutes; base peak 983.15 m/z with intensity 3258; TIC = 106973	23.64	3258	106973
SpectrumIndex 6063 at 23.64 minutes; base peak 981.35 m/z with intensity 3258; TIC = 111489	23.64	3258	111489
SpectrumIndex 6064 at 23.64 minutes; base peak 975.75 m/z with intensity 3258; TIC = 114643	23.64	3258	114643
SpectrumIndex 6065 at 23.65 minutes; base peak 985.65 m/z with intensity 3260; TIC = 92567	23.65	3260	92567
SpectrumIndex 6066 at 23.65 minutes; base peak 976.25 m/z with intensity 3256; TIC = 101053	23.65	3256	101053
SpectrumIndex 6067 at 23.65 minutes; base peak 980.35 m/z with intensity 3298; TIC = 108689	23.65	3298	108689
SpectrumIndex 6068 at 23.66 minutes; base peak 984.1 m/z with intensity 3258; TIC = 110711	23.66	3258	110711
SpectrumIndex 6069 at 23.66 minutes; base peak 979.05 m/z with intensity 3276; TIC = 105771	23.66	3276	105771
SpectrumIndex 6070 at 23.66 minutes; base peak 979.3 m/z with intensity 3256; TIC = 101509	23.66	3256	101509
SpectrumIndex 6071 at 23.66 minutes; base peak 986 m/z with intensity 3498; TIC = 113675	23.66	3498	113675
SpectrumIndex 6072 at 23.67 minutes; base peak 990.15 m/z with intensity 3256; TIC = 117669	23.67	3256	117669
SpectrumIndex 6073 at 23.67 minutes; base peak 977.05 m/z with intensity 3258; TIC = 110377	23.67	3258	110377
SpectrumIndex 6074 at 23.67 minutes; base peak 979.9 m/z with intensity 3256; TIC = 108299	23.67	3256	108299
SpectrumIndex 6075 at 23.68 minutes; base peak 980.25 m/z with intensity 3280; TIC = 126541	23.68	3280	126541
SpectrumIndex 6076 at 23.68 minutes; base peak 981.85 m/z with intensity 3458; TIC = 106819	23.68	3458	106819
SpectrumIndex 6077 at 23.68 minutes; base peak 985.05 m/z with intensity 3256; TIC = 109107	23.68	3256	109107
SpectrumIndex 6078 at 23.68 minutes; base peak 977.9 m/z with intensity 3256; TIC = 102247	23.68	3256	102247
SpectrumIndex 6079 at 23.69 minutes; base peak 989.1 m/z with intensity 3296; TIC = 111789	23.69	3296	111789
SpectrumIndex 6080 at 23.69 minutes; base peak 983.75 m/z with intensity 3276; TIC = 115477	23.69	3276	115477
SpectrumIndex 6081 at 23.69 minutes; base peak 979.95 m/z with intensity 3252; TIC = 110549	23.69	3252	110549
SpectrumIndex 6082 at 23.70 minutes; base peak 978.75 m/z with intensity 3256; TIC = 132777	23.70	3256	132777
SpectrumIndex 6083 at 23.70 minutes; base peak 979 m/z with intensity 3776; TIC = 121571	23.70	3776	121571
SpectrumIndex 6084 at 23.70 minutes; base peak 976.15 m/z with intensity 3296; TIC = 112187	23.70	3296	112187
SpectrumIndex 6085 at 23.70 minutes; base peak 979.25 m/z with intensity 3258; TIC = 103345	23.70	3258	103345
SpectrumIndex 6086 at 23.71 minutes; base peak 976.95 m/z with intensity 3260; TIC = 106789	23.71	3260	106789
SpectrumIndex 6087 at 23.71 minutes; base peak 981.95 m/z with intensity 3276; TIC = 119879	23.71	3276	119879
SpectrumIndex 6088 at 23.71 minutes; base peak 987.5 m/z with intensity 3240; TIC = 111943	23.71	3240	111943
SpectrumIndex 6089 at 23.72 minutes; base peak 977.8 m/z with intensity 3256; TIC = 96707	23.72	3256	96707
SpectrumIndex 6090 at 23.72 minutes; base peak 982.55 m/z with intensity 3498; TIC = 108329	23.72	3498	108329
SpectrumIndex 6091 at 23.72 minutes; base peak 980.65 m/z with intensity 3278; TIC = 98381	23.72	3278	98381
SpectrumIndex 6092 at 23.72 minutes; base peak 976.75 m/z with intensity 3756; TIC = 122021	23.72	3756	122021
SpectrumIndex 6093 at 23.73 minutes; base peak 974.65 m/z with intensity 3256; TIC = 116773	23.73	3256	116773
SpectrumIndex 6094 at 23.73 minutes; base peak 980.8 m/z with intensity 3298; TIC = 115087	23.73	3298	115087
SpectrumIndex 6095 at 23.73 minutes; base peak 979.65 m/z with intensity 3496; TIC = 112841	23.73	3496	112841
SpectrumIndex 6096 at 23.74 minutes; base peak 979 m/z with intensity 3258; TIC = 116003	23.74	3258	116003
SpectrumIndex 6097 at 23.74 minutes; base peak 989.95 m/z with intensity 3256; TIC = 105035	23.74	3256	105035
SpectrumIndex 6098 at 23.74 minutes; base peak 980.6 m/z with intensity 3276; TIC = 113991	23.74	3276	113991
SpectrumIndex 6099 at 23.75 minutes; base peak 978.65 m/z with intensity 3256; TIC = 104985	23.75	3256	104985
SpectrumIndex 6100 at 23.75 minutes; base peak 983.75 m/z with intensity 3498; TIC = 111147	23.75	3498	111147
SpectrumIndex 6101 at 23.75 minutes; base peak 977.8 m/z with intensity 3256; TIC = 110761	23.75	3256	110761
SpectrumIndex 6102 at 23.75 minutes; base peak 983.55 m/z with intensity 3296; TIC = 108071	23.75	3296	108071
SpectrumIndex 6103 at 23.76 minutes; base peak 981.95 m/z with intensity 3258; TIC = 103695	23.76	3258	103695
SpectrumIndex 6104 at 23.76 minutes; base peak 979.65 m/z with intensity 3536; TIC = 113377	23.76	3536	113377
SpectrumIndex 6105 at 23.76 minutes; base peak 977.95 m/z with intensity 3258; TIC = 108071	23.76	3258	108071
SpectrumIndex 6106 at 23.77 minutes; base peak 980.4 m/z with intensity 3280; TIC = 108471	23.77	3280	108471
SpectrumIndex 6107 at 23.77 minutes; base peak 984.15 m/z with intensity 3258; TIC = 106215	23.77	3258	106215
SpectrumIndex 6108 at 23.77 minutes; base peak 982 m/z with intensity 3258; TIC = 98577	23.77	3258	98577
SpectrumIndex 6109 at 23.77 minutes; base peak 982.65 m/z with intensity 3298; TIC = 118287	23.77	3298	118287
SpectrumIndex 6110 at 23.78 minutes; base peak 980.25 m/z with intensity 3258; TIC = 102281	23.78	3258	102281
SpectrumIndex 6111 at 23.78 minutes; base peak 982.9 m/z with intensity 3260; TIC = 109201	23.78	3260	109201
SpectrumIndex 6112 at 23.78 minutes; base peak 979.4 m/z with intensity 3260; TIC = 113191	23.78	3260	113191
SpectrumIndex 6113 at 23.79 minutes; base peak 981.95 m/z with intensity 3258; TIC = 111863	23.79	3258	111863
SpectrumIndex 6114 at 23.79 minutes; base peak 981 m/z with intensity 3256; TIC = 110641	23.79	3256	110641
SpectrumIndex 6115 at 23.79 minutes; base peak 983.8 m/z with intensity 3256; TIC = 114825	23.79	3256	114825
SpectrumIndex 6116 at 23.79 minutes; base peak 977.85 m/z with intensity 3296; TIC = 110099	23.79	3296	110099
SpectrumIndex 6117 at 23.80 minutes; base peak 975.5 m/z with intensity 3296; TIC = 122041	23.80	3296	122041
SpectrumIndex 6118 at 23.80 minutes; base peak 981.2 m/z with intensity 3256; TIC = 97481	23.80	3256	97481
SpectrumIndex 6119 at 23.80 minutes; base peak 980.05 m/z with intensity 3256; TIC = 113417	23.80	3256	113417
SpectrumIndex 6120 at 23.81 minutes; base peak 978.4 m/z with intensity 3296; TIC = 105991	23.81	3296	105991
SpectrumIndex 6121 at 23.81 minutes; base peak 979.6 m/z with intensity 3296; TIC = 109115	23.81	3296	109115
SpectrumIndex 6122 at 23.81 minutes; base peak 979.45 m/z with intensity 3256; TIC = 97915	23.81	3256	97915
SpectrumIndex 6123 at 23.81 minutes; base peak 977.95 m/z with intensity 3498; TIC = 119595	23.81	3498	119595
SpectrumIndex 6124 at 23.82 minutes; base peak 983.7 m/z with intensity 3498; TIC = 111679	23.82	3498	111679
SpectrumIndex 6125 at 23.82 minutes; base peak 977.9 m/z with intensity 3258; TIC = 120197	23.82	3258	120197
SpectrumIndex 6126 at 23.82 minutes; base peak 981.9 m/z with intensity 3238; TIC = 108633	23.82	3238	108633
SpectrumIndex 6127 at 23.83 minutes; base peak 981.05 m/z with intensity 3256; TIC = 115115	23.83	3256	115115
SpectrumIndex 6128 at 23.83 minutes; base peak 980.4 m/z with intensity 3522; TIC = 116935	23.83	3522	116935
SpectrumIndex 6129 at 23.83 minutes; base peak 980.05 m/z with intensity 3258; TIC = 96147	23.83	3258	96147
SpectrumIndex 6130 at 23.83 minutes; base peak 979.4 m/z with intensity 3256; TIC = 114059	23.83	3256	114059
SpectrumIndex 6131 at 23.84 minutes; base peak 979.45 m/z with intensity 3294; TIC = 114705	23.84	3294	114705
SpectrumIndex 6132 at 23.84 minutes; base peak 980.25 m/z with intensity 3276; TIC = 104581	23.84	3276	104581
SpectrumIndex 6133 at 23.84 minutes; base peak 976.95 m/z with intensity 3256; TIC = 107527	23.84	3256	107527
SpectrumIndex 6134 at 23.85 minutes; base peak 975.75 m/z with intensity 3298; TIC = 114625	23.85	3298	114625
SpectrumIndex 6135 at 23.85 minutes; base peak 991.6 m/z with intensity 3256; TIC = 107513	23.85	3256	107513
SpectrumIndex 6136 at 23.85 minutes; base peak 980.2 m/z with intensity 3276; TIC = 118273	23.85	3276	118273
SpectrumIndex 6137 at 23.86 minutes; base peak 977.8 m/z with intensity 3298; TIC = 112291	23.86	3298	112291
SpectrumIndex 6138 at 23.86 minutes; base peak 977.7 m/z with intensity 3258; TIC = 123571	23.86	3258	123571
SpectrumIndex 6139 at 23.86 minutes; base peak 985.6 m/z with intensity 3260; TIC = 114669	23.86	3260	114669
SpectrumIndex 6140 at 23.86 minutes; base peak 984.4 m/z with intensity 3258; TIC = 100055	23.86	3258	100055
SpectrumIndex 6141 at 23.87 minutes; base peak 980.5 m/z with intensity 3254; TIC = 113085	23.87	3254	113085
SpectrumIndex 6142 at 23.87 minutes; base peak 981.1 m/z with intensity 3256; TIC = 101751	23.87	3256	101751
SpectrumIndex 6143 at 23.87 minutes; base peak 984.35 m/z with intensity 3256; TIC = 104645	23.87	3256	104645
SpectrumIndex 6144 at 23.88 minutes; base peak 979.2 m/z with intensity 3256; TIC = 116555	23.88	3256	116555
SpectrumIndex 6145 at 23.88 minutes; base peak 975.6 m/z with intensity 3258; TIC = 103007	23.88	3258	103007
SpectrumIndex 6146 at 23.88 minutes; base peak 987.9 m/z with intensity 3256; TIC = 109111	23.88	3256	109111
SpectrumIndex 6147 at 23.88 minutes; base peak 978.9 m/z with intensity 3258; TIC = 100075	23.88	3258	100075
SpectrumIndex 6148 at 23.89 minutes; base peak 987.9 m/z with intensity 3298; TIC = 112687	23.89	3298	112687
SpectrumIndex 6149 at 23.89 minutes; base peak 983.6 m/z with intensity 3538; TIC = 111693	23.89	3538	111693
SpectrumIndex 6150 at 23.89 minutes; base peak 978.65 m/z with intensity 3256; TIC = 120537	23.89	3256	120537
SpectrumIndex 6151 at 23.90 minutes; base peak 977.85 m/z with intensity 3258; TIC = 114703	23.90	3258	114703
SpectrumIndex 6152 at 23.90 minutes; base peak 984.6 m/z with intensity 3298; TIC = 103127	23.90	3298	103127
SpectrumIndex 6153 at 23.90 minutes; base peak 984.25 m/z with intensity 3258; TIC = 117265	23.90	3258	117265
SpectrumIndex 6154 at 23.90 minutes; base peak 971.35 m/z with intensity 3496; TIC = 102345	23.90	3496	102345
SpectrumIndex 6155 at 23.91 minutes; base peak 983.5 m/z with intensity 3296; TIC = 115493	23.91	3296	115493
SpectrumIndex 6156 at 23.91 minutes; base peak 980.85 m/z with intensity 3256; TIC = 104259	23.91	3256	104259
SpectrumIndex 6157 at 23.91 minutes; base peak 978.85 m/z with intensity 3538; TIC = 111281	23.91	3538	111281
SpectrumIndex 6158 at 23.92 minutes; base peak 982 m/z with intensity 3258; TIC = 101725	23.92	3258	101725
SpectrumIndex 6159 at 23.92 minutes; base peak 982.35 m/z with intensity 3278; TIC = 103303	23.92	3278	103303
SpectrumIndex 6160 at 23.92 minutes; base peak 975.25 m/z with intensity 3258; TIC = 101987	23.92	3258	101987
SpectrumIndex 6161 at 23.92 minutes; base peak 980.45 m/z with intensity 3258; TIC = 112883	23.92	3258	112883
SpectrumIndex 6162 at 23.93 minutes; base peak 984.35 m/z with intensity 3256; TIC = 109107	23.93	3256	109107
SpectrumIndex 6163 at 23.93 minutes; base peak 974.75 m/z with intensity 3258; TIC = 106183	23.93	3258	106183
SpectrumIndex 6164 at 23.93 minutes; base peak 983.9 m/z with intensity 3298; TIC = 109211	23.93	3298	109211
SpectrumIndex 6165 at 23.94 minutes; base peak 982.1 m/z with intensity 3258; TIC = 116203	23.94	3258	116203
SpectrumIndex 6166 at 23.94 minutes; base peak 984.15 m/z with intensity 3258; TIC = 124425	23.94	3258	124425
SpectrumIndex 6167 at 23.94 minutes; base peak 979.55 m/z with intensity 3300; TIC = 104897	23.94	3300	104897
SpectrumIndex 6168 at 23.94 minutes; base peak 980.35 m/z with intensity 3498; TIC = 109383	23.94	3498	109383
SpectrumIndex 6169 at 23.95 minutes; base peak 981.05 m/z with intensity 3256; TIC = 105975	23.95	3256	105975
SpectrumIndex 6170 at 23.95 minutes; base peak 983.25 m/z with intensity 3276; TIC = 105503	23.95	3276	105503
SpectrumIndex 6171 at 23.95 minutes; base peak 980.4 m/z with intensity 3274; TIC = 110803	23.95	3274	110803
SpectrumIndex 6172 at 23.96 minutes; base peak 972.4 m/z with intensity 3538; TIC = 107043	23.96	3538	107043
SpectrumIndex 6173 at 23.96 minutes; base peak 979 m/z with intensity 3254; TIC = 104669	23.96	3254	104669
SpectrumIndex 6174 at 23.96 minutes; base peak 982.35 m/z with intensity 3256; TIC = 107861	23.96	3256	107861
SpectrumIndex 6175 at 23.97 minutes; base peak 987.2 m/z with intensity 3258; TIC = 109459	23.97	3258	109459
SpectrumIndex 6176 at 23.97 minutes; base peak 979.55 m/z with intensity 3300; TIC = 110845	23.97	3300	110845
SpectrumIndex 6177 at 23.97 minutes; base peak 981.25 m/z with intensity 3258; TIC = 113531	23.97	3258	113531
SpectrumIndex 6178 at 23.97 minutes; base peak 984.65 m/z with intensity 3536; TIC = 119419	23.97	3536	119419
SpectrumIndex 6179 at 23.98 minutes; base peak 979.85 m/z with intensity 3260; TIC = 91731	23.98	3260	91731
SpectrumIndex 6180 at 23.98 minutes; base peak 982.6 m/z with intensity 3258; TIC = 111777	23.98	3258	111777
SpectrumIndex 6181 at 23.98 minutes; base peak 986.6 m/z with intensity 3478; TIC = 111783	23.98	3478	111783
SpectrumIndex 6182 at 23.99 minutes; base peak 981 m/z with intensity 3298; TIC = 117383	23.99	3298	117383
SpectrumIndex 6183 at 23.99 minutes; base peak 976.4 m/z with intensity 3258; TIC = 104145	23.99	3258	104145
SpectrumIndex 6184 at 23.99 minutes; base peak 982.1 m/z with intensity 3278; TIC = 110363	23.99	3278	110363
SpectrumIndex 6185 at 23.99 minutes; base peak 980.65 m/z with intensity 3538; TIC = 114197	23.99	3538	114197
SpectrumIndex 6186 at 24.00 minutes; base peak 980.5 m/z with intensity 3256; TIC = 116059	24.00	3256	116059
SpectrumIndex 6187 at 24.00 minutes; base peak 977.3 m/z with intensity 3280; TIC = 106033	24.00	3280	106033
SpectrumIndex 6188 at 24.00 minutes; base peak 977.15 m/z with intensity 3256; TIC = 116817	24.00	3256	116817
SpectrumIndex 6189 at 24.01 minutes; base peak 983.3 m/z with intensity 3276; TIC = 105639	24.01	3276	105639
SpectrumIndex 6190 at 24.01 minutes; base peak 983.5 m/z with intensity 3298; TIC = 113577	24.01	3298	113577
SpectrumIndex 6191 at 24.01 minutes; base peak 972.9 m/z with intensity 3298; TIC = 113533	24.01	3298	113533
SpectrumIndex 6192 at 24.01 minutes; base peak 983.2 m/z with intensity 3300; TIC = 105557	24.01	3300	105557
SpectrumIndex 6193 at 24.02 minutes; base peak 983.1 m/z with intensity 3258; TIC = 118877	24.02	3258	118877
SpectrumIndex 6194 at 24.02 minutes; base peak 980.9 m/z with intensity 3256; TIC = 96945	24.02	3256	96945
SpectrumIndex 6195 at 24.02 minutes; base peak 986.9 m/z with intensity 3280; TIC = 112681	24.02	3280	112681
SpectrumIndex 6196 at 24.03 minutes; base peak 983.55 m/z with intensity 3258; TIC = 107195	24.03	3258	107195
SpectrumIndex 6197 at 24.03 minutes; base peak 983.9 m/z with intensity 3296; TIC = 110087	24.03	3296	110087
SpectrumIndex 6198 at 24.03 minutes; base peak 980.25 m/z with intensity 3258; TIC = 108043	24.03	3258	108043
SpectrumIndex 6199 at 24.03 minutes; base peak 982.25 m/z with intensity 3516; TIC = 118551	24.03	3516	118551
SpectrumIndex 6200 at 24.04 minutes; base peak 979 m/z with intensity 3258; TIC = 111395	24.04	3258	111395
SpectrumIndex 6201 at 24.04 minutes; base peak 974.4 m/z with intensity 3278; TIC = 100319	24.04	3278	100319
SpectrumIndex 6202 at 24.04 minutes; base peak 976.5 m/z with intensity 3256; TIC = 104049	24.04	3256	104049
SpectrumIndex 6203 at 24.05 minutes; base peak 980.2 m/z with intensity 3540; TIC = 108641	24.05	3540	108641
SpectrumIndex 6204 at 24.05 minutes; base peak 985.75 m/z with intensity 3256; TIC = 118181	24.05	3256	118181
SpectrumIndex 6205 at 24.05 minutes; base peak 978.8 m/z with intensity 3258; TIC = 104335	24.05	3258	104335
SpectrumIndex 6206 at 24.05 minutes; base peak 983.85 m/z with intensity 3256; TIC = 104745	24.05	3256	104745
SpectrumIndex 6207 at 24.06 minutes; base peak 976.75 m/z with intensity 3276; TIC = 117673	24.06	3276	117673
SpectrumIndex 6208 at 24.06 minutes; base peak 978.2 m/z with intensity 3256; TIC = 109689	24.06	3256	109689
SpectrumIndex 6209 at 24.06 minutes; base peak 981.7 m/z with intensity 3278; TIC = 107185	24.06	3278	107185
SpectrumIndex 6210 at 24.07 minutes; base peak 981.2 m/z with intensity 3258; TIC = 111033	24.07	3258	111033
SpectrumIndex 6211 at 24.07 minutes; base peak 983.75 m/z with intensity 3300; TIC = 113025	24.07	3300	113025
SpectrumIndex 6212 at 24.07 minutes; base peak 978.05 m/z with intensity 3256; TIC = 101861	24.07	3256	101861
SpectrumIndex 6213 at 24.08 minutes; base peak 978.9 m/z with intensity 3298; TIC = 101051	24.08	3298	101051
SpectrumIndex 6214 at 24.08 minutes; base peak 969.45 m/z with intensity 3258; TIC = 116933	24.08	3258	116933
SpectrumIndex 6215 at 24.08 minutes; base peak 977.2 m/z with intensity 3256; TIC = 116937	24.08	3256	116937
SpectrumIndex 6216 at 24.08 minutes; base peak 981.75 m/z with intensity 3258; TIC = 103909	24.08	3258	103909
SpectrumIndex 6217 at 24.09 minutes; base peak 980.15 m/z with intensity 3258; TIC = 107155	24.09	3258	107155
SpectrumIndex 6218 at 24.09 minutes; base peak 982.15 m/z with intensity 3736; TIC = 107211	24.09	3736	107211
SpectrumIndex 6219 at 24.09 minutes; base peak 977.7 m/z with intensity 3298; TIC = 116455	24.09	3298	116455
SpectrumIndex 6220 at 24.10 minutes; base peak 981.25 m/z with intensity 3256; TIC = 103275	24.10	3256	103275
