3hr_10cGy_10r
3hr tissue water frac
GC / MS DATA FILE
1/27/2011 10:25:00 PM

HZP
GCMSD_1
SpectrumDescription	Minutes	BPI	TIC	TotalSignalRawFromIndex
SpectrumIndex 2460 at 21.73 minutes; base peak 75 m/z with intensity 4611; TIC = 2997508	21.73	4611	2997508	97521
SpectrumIndex 2461 at 21.74 minutes; base peak 75 m/z with intensity 4628; TIC = 1406486	21.74	4628	1406486	98180
SpectrumIndex 2462 at 21.74 minutes; base peak 75 m/z with intensity 4656; TIC = 2164170	21.74	4656	2164170	101681
SpectrumIndex 2463 at 21.75 minutes; base peak 75 m/z with intensity 2080768; TIC = 4914329	21.75	2080768	4914329	102166
SpectrumIndex 2464 at 21.76 minutes; base peak 75 m/z with intensity 3899; TIC = 2327388	21.76	3899	2327388	104580
SpectrumIndex 2465 at 21.76 minutes; base peak 75 m/z with intensity 4612; TIC = 3210273	21.76	4612	3210273	118448
SpectrumIndex 2466 at 21.77 minutes; base peak 75 m/z with intensity 4651; TIC = 2677395	21.77	4651	2677395	131650
SpectrumIndex 2467 at 21.78 minutes; base peak 75 m/z with intensity 4624; TIC = 3706254	21.78	4624	3706254	134222
SpectrumIndex 2468 at 21.78 minutes; base peak 75 m/z with intensity 4661; TIC = 3649938	21.78	4661	3649938	135677
SpectrumIndex 2469 at 21.79 minutes; base peak 75 m/z with intensity 4643; TIC = 2603123	21.79	4643	2603123	133083
SpectrumIndex 2470 at 21.79 minutes; base peak 75 m/z with intensity 4656; TIC = 4462726	21.79	4656	4462726	131872
SpectrumIndex 2471 at 21.80 minutes; base peak 75 m/z with intensity 4612; TIC = 2478512	21.80	4612	2478512	129985
SpectrumIndex 2472 at 21.81 minutes; base peak 75 m/z with intensity 4623; TIC = 3249053	21.81	4623	3249053	128926
SpectrumIndex 2473 at 21.81 minutes; base peak 75 m/z with intensity 4636; TIC = 2247543	21.81	4636	2247543	123768
SpectrumIndex 2474 at 21.82 minutes; base peak 75 m/z with intensity 4651; TIC = 2150352	21.82	4651	2150352	123424
SpectrumIndex 2475 at 21.83 minutes; base peak 75 m/z with intensity 4643; TIC = 2512579	21.83	4643	2512579	125758
SpectrumIndex 2476 at 21.83 minutes; base peak 75 m/z with intensity 4645; TIC = 2018322	21.83	4645	2018322	136442
SpectrumIndex 2477 at 21.84 minutes; base peak 75 m/z with intensity 4670; TIC = 2222240	21.84	4670	2222240	144461
SpectrumIndex 2478 at 21.84 minutes; base peak 75 m/z with intensity 4669; TIC = 2924173	21.84	4669	2924173	152263
SpectrumIndex 2479 at 21.85 minutes; base peak 75 m/z with intensity 37416; TIC = 3015341	21.85	37416	3015341	151987
SpectrumIndex 2480 at 21.86 minutes; base peak 75 m/z with intensity 4644; TIC = 2181904	21.86	4644	2181904	137109
SpectrumIndex 2481 at 21.86 minutes; base peak 75 m/z with intensity 4628; TIC = 3745705	21.86	4628	3745705	119991
SpectrumIndex 2482 at 21.87 minutes; base peak 75 m/z with intensity 4642; TIC = 1689287	21.87	4642	1689287	110385
SpectrumIndex 2483 at 21.88 minutes; base peak 75 m/z with intensity 4618; TIC = 2322529	21.88	4618	2322529	103753
SpectrumIndex 2484 at 21.88 minutes; base peak 75 m/z with intensity 4640; TIC = 1724450	21.88	4640	1724450	103265
SpectrumIndex 2485 at 21.89 minutes; base peak 75 m/z with intensity 4635; TIC = 3171052	21.89	4635	3171052	96060
SpectrumIndex 2486 at 21.89 minutes; base peak 75 m/z with intensity 4614; TIC = 1348462	21.89	4614	1348462	95144
SpectrumIndex 2487 at 21.90 minutes; base peak 75 m/z with intensity 4613; TIC = 1787245	21.90	4613	1787245	92165
SpectrumIndex 2488 at 21.91 minutes; base peak 75 m/z with intensity 4618; TIC = 1290402	21.91	4618	1290402	97939
SpectrumIndex 2489 at 21.91 minutes; base peak 75 m/z with intensity 4620; TIC = 1936918	21.91	4620	1936918	96492
SpectrumIndex 2490 at 21.92 minutes; base peak 75 m/z with intensity 4622; TIC = 1587438	21.92	4622	1587438	97434
SpectrumIndex 2491 at 21.93 minutes; base peak 75 m/z with intensity 2089984; TIC = 3863863	21.93	2089984	3863863	99559
SpectrumIndex 2492 at 21.93 minutes; base peak 75 m/z with intensity 4618; TIC = 1669652	21.93	4618	1669652	102394
SpectrumIndex 2493 at 21.94 minutes; base peak 75 m/z with intensity 4617; TIC = 992564	21.94	4617	992564	103785
SpectrumIndex 2494 at 21.94 minutes; base peak 75 m/z with intensity 4626; TIC = 1601956	21.94	4626	1601956	101676
SpectrumIndex 2495 at 21.95 minutes; base peak 75 m/z with intensity 257024; TIC = 2365468	21.95	257024	2365468	98300
SpectrumIndex 2496 at 21.96 minutes; base peak 75 m/z with intensity 2091008; TIC = 4167736	21.96	2091008	4167736	100890
SpectrumIndex 2497 at 21.96 minutes; base peak 75 m/z with intensity 4617; TIC = 1701874	21.96	4617	1701874	105880
SpectrumIndex 2498 at 21.97 minutes; base peak 75 m/z with intensity 2084864; TIC = 4963407	21.97	2084864	4963407	106243
SpectrumIndex 2499 at 21.98 minutes; base peak 75 m/z with intensity 2094592; TIC = 4462871	21.98	2094592	4462871	107239
SpectrumIndex 2500 at 21.98 minutes; base peak 75 m/z with intensity 4644; TIC = 1075964	21.98	4644	1075964	105144
SpectrumIndex 2501 at 21.99 minutes; base peak 75 m/z with intensity 4610; TIC = 1400779	21.99	4610	1400779	103928
SpectrumIndex 2502 at 21.99 minutes; base peak 75 m/z with intensity 4630; TIC = 2904370	21.99	4630	2904370	100459
SpectrumIndex 2503 at 22.00 minutes; base peak 75 m/z with intensity 31736; TIC = 1716458	22.00	31736	1716458	102381
SpectrumIndex 2504 at 22.01 minutes; base peak 75 m/z with intensity 2096640; TIC = 3525098	22.01	2096640	3525098	105795
SpectrumIndex 2505 at 22.01 minutes; base peak 75 m/z with intensity 2084352; TIC = 3812945	22.01	2084352	3812945	106750
SpectrumIndex 2506 at 22.02 minutes; base peak 75 m/z with intensity 2080768; TIC = 3027953	22.02	2080768	3027953	107675
SpectrumIndex 2507 at 22.03 minutes; base peak 75 m/z with intensity 4625; TIC = 1468793	22.03	4625	1468793	115213
SpectrumIndex 2508 at 22.03 minutes; base peak 75 m/z with intensity 4626; TIC = 1603031	22.03	4626	1603031	123500
SpectrumIndex 2509 at 22.04 minutes; base peak 75 m/z with intensity 4633; TIC = 2043031	22.04	4633	2043031	128528
SpectrumIndex 2510 at 22.04 minutes; base peak 75 m/z with intensity 37392; TIC = 1812060	22.04	37392	1812060	143157
SpectrumIndex 2511 at 22.05 minutes; base peak 75 m/z with intensity 37552; TIC = 2587816	22.05	37552	2587816	160405
SpectrumIndex 2512 at 22.06 minutes; base peak 73 m/z with intensity 304512; TIC = 5028232	22.06	304512	5028232	183701
SpectrumIndex 2513 at 22.06 minutes; base peak 73.1 m/z with intensity 2471936; TIC = 8555129	22.06	2471936	8555129	203245
SpectrumIndex 2514 at 22.07 minutes; base peak 75 m/z with intensity 307136; TIC = 5555821	22.07	307136	5555821	193132
SpectrumIndex 2515 at 22.08 minutes; base peak 75 m/z with intensity 304768; TIC = 2886586	22.08	304768	2886586	178858
SpectrumIndex 2516 at 22.08 minutes; base peak 75 m/z with intensity 37744; TIC = 3673597	22.08	37744	3673597	158042
SpectrumIndex 2517 at 22.09 minutes; base peak 75 m/z with intensity 37608; TIC = 1731861	22.09	37608	1731861	140066
SpectrumIndex 2518 at 22.09 minutes; base peak 75 m/z with intensity 37464; TIC = 3234787	22.09	37464	3234787	127949
SpectrumIndex 2519 at 22.10 minutes; base peak 75 m/z with intensity 4652; TIC = 2946330	22.10	4652	2946330	118170
SpectrumIndex 2520 at 22.11 minutes; base peak 75 m/z with intensity 4632; TIC = 2325429	22.11	4632	2325429	107289
SpectrumIndex 2521 at 22.11 minutes; base peak 75 m/z with intensity 4636; TIC = 2692611	22.11	4636	2692611	104646
SpectrumIndex 2522 at 22.12 minutes; base peak 75 m/z with intensity 4625; TIC = 1376866	22.12	4625	1376866	101709
SpectrumIndex 2523 at 22.13 minutes; base peak 75 m/z with intensity 2068480; TIC = 5375425	22.13	2068480	5375425	102176
SpectrumIndex 2524 at 22.13 minutes; base peak 75 m/z with intensity 3891; TIC = 2045057	22.13	3891	2045057	105033
SpectrumIndex 2525 at 22.14 minutes; base peak 75 m/z with intensity 4634; TIC = 1620174	22.14	4634	1620174	112874
SpectrumIndex 2526 at 22.14 minutes; base peak 75 m/z with intensity 37488; TIC = 2507589	22.14	37488	2507589	130999
SpectrumIndex 2527 at 22.15 minutes; base peak 75 m/z with intensity 4636; TIC = 3761297	22.15	4636	3761297	133481
SpectrumIndex 2528 at 22.16 minutes; base peak 75 m/z with intensity 4653; TIC = 3609815	22.16	4653	3609815	135964
SpectrumIndex 2529 at 22.16 minutes; base peak 75 m/z with intensity 4658; TIC = 2183069	22.16	4658	2183069	137361
SpectrumIndex 2530 at 22.17 minutes; base peak 75 m/z with intensity 4640; TIC = 1844160	22.17	4640	1844160	131449
SpectrumIndex 2531 at 22.18 minutes; base peak 75 m/z with intensity 4655; TIC = 4675759	22.18	4655	4675759	135984
SpectrumIndex 2532 at 22.18 minutes; base peak 75 m/z with intensity 37544; TIC = 5413994	22.18	37544	5413994	151328
SpectrumIndex 2533 at 22.19 minutes; base peak 73.1 m/z with intensity 305280; TIC = 4752870	22.19	305280	4752870	187195
SpectrumIndex 2534 at 22.19 minutes; base peak 73.1 m/z with intensity 2604544; TIC = 7103985	22.19	2604544	7103985	237651
SpectrumIndex 2535 at 22.20 minutes; base peak 73.1 m/z with intensity 5387; TIC = 5479082	22.20	5387	5479082	291889
SpectrumIndex 2536 at 22.21 minutes; base peak 73.1 m/z with intensity 43968; TIC = 8872344	22.21	43968	8872344	317541
SpectrumIndex 2537 at 22.21 minutes; base peak 73.1 m/z with intensity 41808; TIC = 6210793	22.21	41808	6210793	285638
SpectrumIndex 2538 at 22.22 minutes; base peak 73.1 m/z with intensity 2473472; TIC = 7594358	22.22	2473472	7594358	215932
SpectrumIndex 2539 at 22.23 minutes; base peak 75 m/z with intensity 4631; TIC = 3679791	22.23	4631	3679791	146875
SpectrumIndex 2540 at 22.23 minutes; base peak 75 m/z with intensity 4616; TIC = 1823483	22.23	4616	1823483	115430
SpectrumIndex 2541 at 22.24 minutes; base peak 75 m/z with intensity 254528; TIC = 2878341	22.24	254528	2878341	105719
SpectrumIndex 2542 at 22.24 minutes; base peak 75 m/z with intensity 256064; TIC = 3510633	22.24	256064	3510633	102043
SpectrumIndex 2543 at 22.25 minutes; base peak 75 m/z with intensity 2092544; TIC = 3432243	22.25	2092544	3432243	101860
SpectrumIndex 2544 at 22.26 minutes; base peak 75 m/z with intensity 31312; TIC = 2626769	22.26	31312	2626769	101218
SpectrumIndex 2545 at 22.26 minutes; base peak 75 m/z with intensity 31504; TIC = 1866813	22.26	31504	1866813	104294
SpectrumIndex 2546 at 22.27 minutes; base peak 75 m/z with intensity 239232; TIC = 2001796	22.27	239232	2001796	105541
SpectrumIndex 2547 at 22.28 minutes; base peak 75 m/z with intensity 1956864; TIC = 4783282	22.28	1956864	4783282	106548
SpectrumIndex 2548 at 22.28 minutes; base peak 75 m/z with intensity 4623; TIC = 3836963	22.28	4623	3836963	111701
SpectrumIndex 2549 at 22.29 minutes; base peak 75 m/z with intensity 4618; TIC = 1523214	22.29	4618	1523214	117959
SpectrumIndex 2550 at 22.29 minutes; base peak 75 m/z with intensity 4612; TIC = 2815206	22.29	4612	2815206	135814
SpectrumIndex 2551 at 22.30 minutes; base peak 75 m/z with intensity 4644; TIC = 2769089	22.30	4644	2769089	161953
SpectrumIndex 2552 at 22.31 minutes; base peak 75 m/z with intensity 4653; TIC = 7205782	22.31	4653	7205782	193877
SpectrumIndex 2553 at 22.31 minutes; base peak 75 m/z with intensity 37384; TIC = 3829427	22.31	37384	3829427	206046
SpectrumIndex 2554 at 22.32 minutes; base peak 75 m/z with intensity 37392; TIC = 6192641	22.32	37392	6192641	185800
SpectrumIndex 2555 at 22.33 minutes; base peak 75 m/z with intensity 4609; TIC = 3222518	22.33	4609	3222518	150717
SpectrumIndex 2556 at 22.33 minutes; base peak 75 m/z with intensity 254400; TIC = 2730480	22.33	254400	2730480	129601
SpectrumIndex 2557 at 22.34 minutes; base peak 75 m/z with intensity 4616; TIC = 2756236	22.34	4616	2756236	127684
SpectrumIndex 2558 at 22.34 minutes; base peak 75 m/z with intensity 257920; TIC = 2422215	22.34	257920	2422215	132456
SpectrumIndex 2559 at 22.35 minutes; base peak 75 m/z with intensity 4638; TIC = 4171100	22.35	4638	4171100	129460
SpectrumIndex 2560 at 22.36 minutes; base peak 75 m/z with intensity 3864; TIC = 2293250	22.36	3864	2293250	121322
SpectrumIndex 2561 at 22.36 minutes; base peak 75 m/z with intensity 254080; TIC = 3775793	22.36	254080	3775793	114786
SpectrumIndex 2562 at 22.37 minutes; base peak 75 m/z with intensity 257216; TIC = 1978492	22.37	257216	1978492	110685
SpectrumIndex 2563 at 22.38 minutes; base peak 75 m/z with intensity 4622; TIC = 1563406	22.38	4622	1563406	110345
SpectrumIndex 2564 at 22.38 minutes; base peak 75 m/z with intensity 2079232; TIC = 3603232	22.38	2079232	3603232	108201
SpectrumIndex 2565 at 22.39 minutes; base peak 75 m/z with intensity 4623; TIC = 1457688	22.39	4623	1457688	105915
SpectrumIndex 2566 at 22.39 minutes; base peak 75 m/z with intensity 2068992; TIC = 3607158	22.39	2068992	3607158	106499
SpectrumIndex 2567 at 22.40 minutes; base peak 75 m/z with intensity 4635; TIC = 1367273	22.40	4635	1367273	108877
SpectrumIndex 2568 at 22.41 minutes; base peak 75 m/z with intensity 4617; TIC = 3717104	22.41	4617	3717104	112178
SpectrumIndex 2569 at 22.41 minutes; base peak 75 m/z with intensity 2094080; TIC = 3363544	22.41	2094080	3363544	110484
SpectrumIndex 2570 at 22.42 minutes; base peak 75 m/z with intensity 2067968; TIC = 3437071	22.42	2067968	3437071	107884
SpectrumIndex 2571 at 22.43 minutes; base peak 75 m/z with intensity 29584; TIC = 1011527	22.43	29584	1011527	100027
SpectrumIndex 2572 at 22.43 minutes; base peak 75 m/z with intensity 31344; TIC = 1170872	22.43	31344	1170872	97627
SpectrumIndex 2573 at 22.44 minutes; base peak 75 m/z with intensity 1955328; TIC = 4895730	22.44	1955328	4895730	92659
SpectrumIndex 2574 at 22.44 minutes; base peak 75 m/z with intensity 2071552; TIC = 2898664	22.44	2071552	2898664	96392
SpectrumIndex 2575 at 22.45 minutes; base peak 75 m/z with intensity 254912; TIC = 2367500	22.45	254912	2367500	92804
SpectrumIndex 2576 at 22.46 minutes; base peak 75 m/z with intensity 256000; TIC = 1298175	22.46	256000	1298175	89959
SpectrumIndex 2577 at 22.46 minutes; base peak 75 m/z with intensity 31640; TIC = 983579	22.46	31640	983579	92414
SpectrumIndex 2578 at 22.47 minutes; base peak 75 m/z with intensity 29520; TIC = 1401135	22.47	29520	1401135	91400
SpectrumIndex 2579 at 22.48 minutes; base peak 75 m/z with intensity 29672; TIC = 1272491	22.48	29672	1272491	87140
SpectrumIndex 2580 at 22.48 minutes; base peak 75 m/z with intensity 3888; TIC = 2761061	22.48	3888	2761061	92020
SpectrumIndex 2581 at 22.49 minutes; base peak 75 m/z with intensity 1938944; TIC = 4420742	22.49	1938944	4420742	91459
SpectrumIndex 2582 at 22.49 minutes; base peak 75 m/z with intensity 29272; TIC = 1064522	22.49	29272	1064522	91117
SpectrumIndex 2583 at 22.50 minutes; base peak 75 m/z with intensity 241216; TIC = 1010511	22.50	241216	1010511	87922
SpectrumIndex 2584 at 22.51 minutes; base peak 75 m/z with intensity 29320; TIC = 621584	22.51	29320	621584	90919
SpectrumIndex 2585 at 22.51 minutes; base peak 75 m/z with intensity 31640; TIC = 2261243	22.51	31640	2261243	90126
SpectrumIndex 2586 at 22.52 minutes; base peak 75 m/z with intensity 1824768; TIC = 4422056	22.52	1824768	4422056	89913
SpectrumIndex 2587 at 22.53 minutes; base peak 75 m/z with intensity 239808; TIC = 1023675	22.53	239808	1023675	93157
SpectrumIndex 2588 at 22.53 minutes; base peak 75 m/z with intensity 240704; TIC = 1319582	22.53	240704	1319582	97709
SpectrumIndex 2589 at 22.54 minutes; base peak 75 m/z with intensity 3845; TIC = 1266563	22.54	3845	1266563	97653
SpectrumIndex 2590 at 22.54 minutes; base peak 75 m/z with intensity 3591; TIC = 1410297	22.54	3591	1410297	93861
SpectrumIndex 2591 at 22.55 minutes; base peak 75 m/z with intensity 31320; TIC = 1654798	22.55	31320	1654798	95177
SpectrumIndex 2592 at 22.56 minutes; base peak 75 m/z with intensity 3850; TIC = 1753384	22.56	3850	1753384	92587
SpectrumIndex 2593 at 22.56 minutes; base peak 75 m/z with intensity 3867; TIC = 1234264	22.56	3867	1234264	89051
SpectrumIndex 2594 at 22.57 minutes; base peak 75 m/z with intensity 3875; TIC = 1068212	22.57	3875	1068212	93360
SpectrumIndex 2595 at 22.58 minutes; base peak 75 m/z with intensity 1958400; TIC = 3743165	22.58	1958400	3743165	98644
SpectrumIndex 2596 at 22.58 minutes; base peak 75 m/z with intensity 240448; TIC = 3916274	22.58	240448	3916274	111301
SpectrumIndex 2597 at 22.59 minutes; base peak 73 m/z with intensity 255232; TIC = 2214113	22.59	255232	2214113	135743
SpectrumIndex 2598 at 22.59 minutes; base peak 73 m/z with intensity 306304; TIC = 6166576	22.59	306304	6166576	183093
SpectrumIndex 2599 at 22.60 minutes; base peak 73 m/z with intensity 4914; TIC = 3062459	22.60	4914	3062459	217981
SpectrumIndex 2600 at 22.61 minutes; base peak 73 m/z with intensity 39520; TIC = 3535470	22.61	39520	3535470	238756
SpectrumIndex 2601 at 22.61 minutes; base peak 73.1 m/z with intensity 4870; TIC = 3321031	22.61	4870	3321031	221115
SpectrumIndex 2602 at 22.62 minutes; base peak 73 m/z with intensity 37784; TIC = 3346018	22.62	37784	3346018	178196
SpectrumIndex 2603 at 22.63 minutes; base peak 73 m/z with intensity 256448; TIC = 5297786	22.63	256448	5297786	139455
SpectrumIndex 2604 at 22.63 minutes; base peak 75 m/z with intensity 240320; TIC = 1802008	22.63	240320	1802008	121336
SpectrumIndex 2605 at 22.64 minutes; base peak 75 m/z with intensity 4613; TIC = 1617412	22.64	4613	1617412	113061
SpectrumIndex 2606 at 22.64 minutes; base peak 75 m/z with intensity 31528; TIC = 1967773	22.64	31528	1967773	109166
SpectrumIndex 2607 at 22.65 minutes; base peak 75 m/z with intensity 4620; TIC = 1249512	22.65	4620	1249512	117636
SpectrumIndex 2608 at 22.66 minutes; base peak 73 m/z with intensity 4649; TIC = 2612953	22.66	4649	2612953	142637
SpectrumIndex 2609 at 22.66 minutes; base peak 73 m/z with intensity 2460160; TIC = 7310297	22.66	2460160	7310297	177242
SpectrumIndex 2610 at 22.67 minutes; base peak 73.1 m/z with intensity 39680; TIC = 5171572	22.67	39680	5171572	216058
SpectrumIndex 2611 at 22.68 minutes; base peak 73.1 m/z with intensity 322944; TIC = 6523167	22.68	322944	6523167	240393
SpectrumIndex 2612 at 22.68 minutes; base peak 73.1 m/z with intensity 320000; TIC = 6242890	22.68	320000	6242890	234535
SpectrumIndex 2613 at 22.69 minutes; base peak 73 m/z with intensity 2461696; TIC = 5860618	22.69	2461696	5860618	200525
SpectrumIndex 2614 at 22.69 minutes; base peak 73.1 m/z with intensity 37664; TIC = 4266392	22.69	37664	4266392	174882
SpectrumIndex 2615 at 22.70 minutes; base peak 73.1 m/z with intensity 4653; TIC = 3757218	22.70	4653	3757218	167430
SpectrumIndex 2616 at 22.71 minutes; base peak 75 m/z with intensity 4622; TIC = 4725466	22.71	4622	4725466	161667
SpectrumIndex 2617 at 22.71 minutes; base peak 75 m/z with intensity 4656; TIC = 2272131	22.71	4656	2272131	156926
SpectrumIndex 2618 at 22.72 minutes; base peak 75 m/z with intensity 4624; TIC = 4028077	22.72	4624	4028077	143079
