3hr_10cGy_10r
3hr tissue water frac
GC / MS DATA FILE
1/27/2011 10:25:00 PM

HZP
GCMSD_1
SpectrumDescription	Minutes	BPI	TIC	TotalSignalRawFromIndex
SpectrumIndex 4178 at 32.48 minutes; base peak 207 m/z with intensity 126144; TIC = 2574498	32.48	126144	2574498	53499
SpectrumIndex 4179 at 32.48 minutes; base peak 207 m/z with intensity 1045504; TIC = 1859121	32.48	1045504	1859121	54428
SpectrumIndex 4180 at 32.49 minutes; base peak 207 m/z with intensity 126016; TIC = 997416	32.49	126016	997416	54451
SpectrumIndex 4181 at 32.50 minutes; base peak 207 m/z with intensity 2051; TIC = 1318261	32.50	2051	1318261	54632
SpectrumIndex 4182 at 32.50 minutes; base peak 207 m/z with intensity 122944; TIC = 1242038	32.50	122944	1242038	53740
SpectrumIndex 4183 at 32.51 minutes; base peak 207 m/z with intensity 124608; TIC = 716768	32.51	124608	716768	53533
SpectrumIndex 4184 at 32.52 minutes; base peak 207 m/z with intensity 15232; TIC = 1535874	32.52	15232	1535874	52554
SpectrumIndex 4185 at 32.52 minutes; base peak 207 m/z with intensity 124992; TIC = 1453346	32.52	124992	1453346	51835
SpectrumIndex 4186 at 32.53 minutes; base peak 207 m/z with intensity 1843; TIC = 756252	32.53	1843	756252	50405
SpectrumIndex 4187 at 32.53 minutes; base peak 75 m/z with intensity 15088; TIC = 581858	32.53	15088	581858	52083
SpectrumIndex 4188 at 32.54 minutes; base peak 207 m/z with intensity 123712; TIC = 2691247	32.54	123712	2691247	52994
SpectrumIndex 4189 at 32.55 minutes; base peak 207 m/z with intensity 125120; TIC = 1233525	32.55	125120	1233525	51416
SpectrumIndex 4190 at 32.55 minutes; base peak 207 m/z with intensity 1031168; TIC = 2005736	32.55	1031168	2005736	53132
SpectrumIndex 4191 at 32.56 minutes; base peak 75 m/z with intensity 912896; TIC = 2361132	32.56	912896	2361132	53947
SpectrumIndex 4192 at 32.57 minutes; base peak 207 m/z with intensity 15080; TIC = 2189579	32.57	15080	2189579	52814
SpectrumIndex 4193 at 32.57 minutes; base peak 207 m/z with intensity 2060; TIC = 1156460	32.57	2060	1156460	52782
SpectrumIndex 4194 at 32.58 minutes; base peak 207 m/z with intensity 1031680; TIC = 1575641	32.58	1031680	1575641	53371
SpectrumIndex 4195 at 32.58 minutes; base peak 207 m/z with intensity 15024; TIC = 689759	32.58	15024	689759	52058
SpectrumIndex 4196 at 32.59 minutes; base peak 207 m/z with intensity 123200; TIC = 1449969	32.59	123200	1449969	55368
SpectrumIndex 4197 at 32.60 minutes; base peak 207 m/z with intensity 125824; TIC = 1515004	32.60	125824	1515004	54063
SpectrumIndex 4198 at 32.60 minutes; base peak 207 m/z with intensity 14848; TIC = 617675	32.60	14848	617675	52562
SpectrumIndex 4199 at 32.61 minutes; base peak 207 m/z with intensity 124672; TIC = 1529058	32.61	124672	1529058	54087
SpectrumIndex 4200 at 32.62 minutes; base peak 207 m/z with intensity 1047040; TIC = 2978140	32.62	1047040	2978140	55911
SpectrumIndex 4201 at 32.62 minutes; base peak 207 m/z with intensity 15072; TIC = 931723	32.62	15072	931723	54587
SpectrumIndex 4202 at 32.63 minutes; base peak 207 m/z with intensity 17232; TIC = 866283	32.63	17232	866283	56378
SpectrumIndex 4203 at 32.63 minutes; base peak 207 m/z with intensity 1041408; TIC = 3402608	32.63	1041408	3402608	55241
SpectrumIndex 4204 at 32.64 minutes; base peak 207 m/z with intensity 2070; TIC = 1375067	32.64	2070	1375067	54818
SpectrumIndex 4205 at 32.65 minutes; base peak 207 m/z with intensity 1036800; TIC = 2214418	32.65	1036800	2214418	52325
SpectrumIndex 4206 at 32.65 minutes; base peak 207 m/z with intensity 123648; TIC = 1914471	32.65	123648	1914471	52369
SpectrumIndex 4207 at 32.66 minutes; base peak 75 m/z with intensity 15160; TIC = 1106862	32.66	15160	1106862	53026
SpectrumIndex 4208 at 32.67 minutes; base peak 207 m/z with intensity 1029632; TIC = 2280533	32.67	1029632	2280533	53198
SpectrumIndex 4209 at 32.67 minutes; base peak 207 m/z with intensity 123712; TIC = 2498675	32.67	123712	2498675	52957
SpectrumIndex 4210 at 32.68 minutes; base peak 207 m/z with intensity 123648; TIC = 1227697	32.68	123648	1227697	53048
SpectrumIndex 4211 at 32.68 minutes; base peak 207 m/z with intensity 1020416; TIC = 1579782	32.68	1020416	1579782	49673
SpectrumIndex 4212 at 32.69 minutes; base peak 75 m/z with intensity 1821; TIC = 1287474	32.69	1821	1287474	51585
SpectrumIndex 4213 at 32.70 minutes; base peak 207 m/z with intensity 1046016; TIC = 1483829	32.70	1046016	1483829	52346
SpectrumIndex 4214 at 32.70 minutes; base peak 207 m/z with intensity 889856; TIC = 1757657	32.70	889856	1757657	51043
SpectrumIndex 4215 at 32.71 minutes; base peak 207 m/z with intensity 15320; TIC = 946623	32.71	15320	946623	50485
SpectrumIndex 4216 at 32.72 minutes; base peak 207 m/z with intensity 14952; TIC = 1349508	32.72	14952	1349508	51658
SpectrumIndex 4217 at 32.72 minutes; base peak 207 m/z with intensity 15352; TIC = 1136252	32.72	15352	1136252	51614
SpectrumIndex 4218 at 32.73 minutes; base peak 207 m/z with intensity 1043456; TIC = 2323641	32.73	1043456	2323641	51712
SpectrumIndex 4219 at 32.73 minutes; base peak 207 m/z with intensity 126464; TIC = 1434670	32.73	126464	1434670	50633
SpectrumIndex 4220 at 32.74 minutes; base peak 207 m/z with intensity 126336; TIC = 1388092	32.74	126336	1388092	51209
SpectrumIndex 4221 at 32.75 minutes; base peak 207 m/z with intensity 2054; TIC = 1377109	32.75	2054	1377109	51962
SpectrumIndex 4222 at 32.75 minutes; base peak 207 m/z with intensity 1824; TIC = 1973949	32.75	1824	1973949	51047
SpectrumIndex 4223 at 32.76 minutes; base peak 207 m/z with intensity 126208; TIC = 1331454	32.76	126208	1331454	53024
SpectrumIndex 4224 at 32.77 minutes; base peak 207 m/z with intensity 1032192; TIC = 2686257	32.77	1032192	2686257	49586
SpectrumIndex 4225 at 32.77 minutes; base peak 207 m/z with intensity 15272; TIC = 1367298	32.77	15272	1367298	50609
SpectrumIndex 4226 at 32.78 minutes; base peak 207 m/z with intensity 123648; TIC = 1518434	32.78	123648	1518434	50578
SpectrumIndex 4227 at 32.78 minutes; base peak 207 m/z with intensity 15208; TIC = 1789526	32.78	15208	1789526	51216
SpectrumIndex 4228 at 32.79 minutes; base peak 207 m/z with intensity 15096; TIC = 1583475	32.79	15096	1583475	53142
SpectrumIndex 4229 at 32.80 minutes; base peak 207 m/z with intensity 906240; TIC = 2399553	32.80	906240	2399553	49877
SpectrumIndex 4230 at 32.80 minutes; base peak 207 m/z with intensity 15344; TIC = 1028037	32.80	15344	1028037	52428
SpectrumIndex 4231 at 32.81 minutes; base peak 207 m/z with intensity 17184; TIC = 1441911	32.81	17184	1441911	51900
SpectrumIndex 4232 at 32.82 minutes; base peak 207 m/z with intensity 1016320; TIC = 1856298	32.82	1016320	1856298	52663
SpectrumIndex 4233 at 32.82 minutes; base peak 207 m/z with intensity 15216; TIC = 1150165	32.82	15216	1150165	50277
SpectrumIndex 4234 at 32.83 minutes; base peak 207 m/z with intensity 2058; TIC = 2012070	32.83	2058	2012070	49755
SpectrumIndex 4235 at 32.83 minutes; base peak 207 m/z with intensity 1042432; TIC = 2137504	32.83	1042432	2137504	52153
SpectrumIndex 4236 at 32.84 minutes; base peak 207 m/z with intensity 2086; TIC = 941801	32.84	2086	941801	52184
SpectrumIndex 4237 at 32.85 minutes; base peak 207 m/z with intensity 124288; TIC = 915265	32.85	124288	915265	52122
SpectrumIndex 4238 at 32.85 minutes; base peak 207 m/z with intensity 122944; TIC = 2118115	32.85	122944	2118115	49059
SpectrumIndex 4239 at 32.86 minutes; base peak 207 m/z with intensity 15048; TIC = 1388807	32.86	15048	1388807	51388
SpectrumIndex 4240 at 32.87 minutes; base peak 207 m/z with intensity 126656; TIC = 614068	32.87	126656	614068	48093
SpectrumIndex 4241 at 32.87 minutes; base peak 207 m/z with intensity 1846; TIC = 962621	32.87	1846	962621	50566
SpectrumIndex 4242 at 32.88 minutes; base peak 207 m/z with intensity 15032; TIC = 831657	32.88	15032	831657	50515
SpectrumIndex 4243 at 32.88 minutes; base peak 207 m/z with intensity 2078; TIC = 1613105	32.88	2078	1613105	51358
SpectrumIndex 4244 at 32.89 minutes; base peak 207 m/z with intensity 122880; TIC = 859603	32.89	122880	859603	51110
SpectrumIndex 4245 at 32.90 minutes; base peak 207 m/z with intensity 123264; TIC = 974416	32.90	123264	974416	49819
SpectrumIndex 4246 at 32.90 minutes; base peak 207 m/z with intensity 123520; TIC = 737562	32.90	123520	737562	49183
SpectrumIndex 4247 at 32.91 minutes; base peak 207 m/z with intensity 1154560; TIC = 3345462	32.91	1154560	3345462	51005
SpectrumIndex 4248 at 32.92 minutes; base peak 207 m/z with intensity 2067; TIC = 584699	32.92	2067	584699	52970
SpectrumIndex 4249 at 32.92 minutes; base peak 207 m/z with intensity 126592; TIC = 2412454	32.92	126592	2412454	51522
SpectrumIndex 4250 at 32.93 minutes; base peak 207 m/z with intensity 1022976; TIC = 2815286	32.93	1022976	2815286	50071
SpectrumIndex 4251 at 32.93 minutes; base peak 207 m/z with intensity 1044992; TIC = 2262510	32.93	1044992	2262510	51063
SpectrumIndex 4252 at 32.94 minutes; base peak 207 m/z with intensity 1047040; TIC = 1472847	32.94	1047040	1472847	50201
SpectrumIndex 4253 at 32.95 minutes; base peak 207 m/z with intensity 15336; TIC = 851648	32.95	15336	851648	48164
SpectrumIndex 4254 at 32.95 minutes; base peak 207 m/z with intensity 1819; TIC = 1664761	32.95	1819	1664761	50083
SpectrumIndex 4255 at 32.96 minutes; base peak 207 m/z with intensity 125120; TIC = 827215	32.96	125120	827215	52034
SpectrumIndex 4256 at 32.97 minutes; base peak 207 m/z with intensity 126464; TIC = 1203824	32.97	126464	1203824	51620
SpectrumIndex 4257 at 32.97 minutes; base peak 207 m/z with intensity 1019392; TIC = 1842890	32.97	1019392	1842890	51001
SpectrumIndex 4258 at 32.98 minutes; base peak 207 m/z with intensity 2056; TIC = 1400736	32.98	2056	1400736	52027
SpectrumIndex 4259 at 32.98 minutes; base peak 207 m/z with intensity 1020928; TIC = 1773065	32.98	1020928	1773065	51002
SpectrumIndex 4260 at 32.99 minutes; base peak 207 m/z with intensity 2063; TIC = 967585	32.99	2063	967585	47689
SpectrumIndex 4261 at 33.00 minutes; base peak 207 m/z with intensity 14872; TIC = 755249	33.00	14872	755249	50741
SpectrumIndex 4262 at 33.00 minutes; base peak 207 m/z with intensity 1026560; TIC = 1640025	33.00	1026560	1640025	51274
SpectrumIndex 4263 at 33.01 minutes; base peak 207 m/z with intensity 125440; TIC = 1544432	33.01	125440	1544432	50422
SpectrumIndex 4264 at 33.02 minutes; base peak 207 m/z with intensity 2076; TIC = 757946	33.02	2076	757946	49461
SpectrumIndex 4265 at 33.02 minutes; base peak 207 m/z with intensity 15016; TIC = 1943592	33.02	15016	1943592	49986
SpectrumIndex 4266 at 33.03 minutes; base peak 207 m/z with intensity 2060; TIC = 618777	33.03	2060	618777	50665
SpectrumIndex 4267 at 33.03 minutes; base peak 207 m/z with intensity 1808; TIC = 1527361	33.03	1808	1527361	48442
SpectrumIndex 4268 at 33.04 minutes; base peak 207 m/z with intensity 17088; TIC = 809407	33.04	17088	809407	50817
SpectrumIndex 4269 at 33.05 minutes; base peak 207 m/z with intensity 1849; TIC = 766887	33.05	1849	766887	49957
SpectrumIndex 4270 at 33.05 minutes; base peak 207 m/z with intensity 1847; TIC = 1926542	33.05	1847	1926542	49643
SpectrumIndex 4271 at 33.06 minutes; base peak 207 m/z with intensity 126848; TIC = 1160863	33.06	126848	1160863	51022
SpectrumIndex 4272 at 33.07 minutes; base peak 207 m/z with intensity 15320; TIC = 992693	33.07	15320	992693	48953
SpectrumIndex 4273 at 33.07 minutes; base peak 207 m/z with intensity 2090; TIC = 505752	33.07	2090	505752	51476
SpectrumIndex 4274 at 33.08 minutes; base peak 207 m/z with intensity 1034752; TIC = 1931666	33.08	1034752	1931666	51578
SpectrumIndex 4275 at 33.08 minutes; base peak 207 m/z with intensity 2073; TIC = 1086621	33.08	2073	1086621	50624
SpectrumIndex 4276 at 33.09 minutes; base peak 207 m/z with intensity 1839; TIC = 771305	33.09	1839	771305	48531
SpectrumIndex 4277 at 33.10 minutes; base peak 207 m/z with intensity 125376; TIC = 1071767	33.10	125376	1071767	50833
SpectrumIndex 4278 at 33.10 minutes; base peak 207 m/z with intensity 2073; TIC = 747832	33.10	2073	747832	49901
SpectrumIndex 4279 at 33.11 minutes; base peak 207 m/z with intensity 15232; TIC = 2242480	33.11	15232	2242480	51224
SpectrumIndex 4280 at 33.12 minutes; base peak 207 m/z with intensity 1016832; TIC = 1469638	33.12	1016832	1469638	52941
SpectrumIndex 4281 at 33.12 minutes; base peak 207 m/z with intensity 1017344; TIC = 1728694	33.12	1017344	1728694	49391
SpectrumIndex 4282 at 33.13 minutes; base peak 207 m/z with intensity 2075; TIC = 1419634	33.13	2075	1419634	51555
SpectrumIndex 4283 at 33.13 minutes; base peak 207 m/z with intensity 2062; TIC = 1356977	33.13	2062	1356977	51747
SpectrumIndex 4284 at 33.14 minutes; base peak 207 m/z with intensity 124096; TIC = 733014	33.14	124096	733014	50123
SpectrumIndex 4285 at 33.15 minutes; base peak 207 m/z with intensity 1021440; TIC = 1955923	33.15	1021440	1955923	49056
SpectrumIndex 4286 at 33.15 minutes; base peak 207 m/z with intensity 1017344; TIC = 2891292	33.15	1017344	2891292	48991
SpectrumIndex 4287 at 33.16 minutes; base peak 207 m/z with intensity 1028096; TIC = 2976836	33.16	1028096	2976836	51177
SpectrumIndex 4288 at 33.17 minutes; base peak 207 m/z with intensity 17296; TIC = 848279	33.17	17296	848279	48640
SpectrumIndex 4289 at 33.17 minutes; base peak 207 m/z with intensity 906240; TIC = 2100875	33.17	906240	2100875	48318
SpectrumIndex 4290 at 33.18 minutes; base peak 207 m/z with intensity 1036800; TIC = 2269261	33.18	1036800	2269261	50382
SpectrumIndex 4291 at 33.18 minutes; base peak 207 m/z with intensity 1026048; TIC = 2394099	33.18	1026048	2394099	49933
SpectrumIndex 4292 at 33.19 minutes; base peak 207 m/z with intensity 15352; TIC = 597095	33.19	15352	597095	51394
SpectrumIndex 4293 at 33.20 minutes; base peak 207 m/z with intensity 2067; TIC = 1118854	33.20	2067	1118854	51540
SpectrumIndex 4294 at 33.20 minutes; base peak 207 m/z with intensity 1817; TIC = 913854	33.20	1817	913854	51674
SpectrumIndex 4295 at 33.21 minutes; base peak 207 m/z with intensity 1031680; TIC = 2284524	33.21	1031680	2284524	51657
SpectrumIndex 4296 at 33.22 minutes; base peak 207 m/z with intensity 123904; TIC = 759643	33.22	123904	759643	50889
SpectrumIndex 4297 at 33.22 minutes; base peak 207 m/z with intensity 1033216; TIC = 2621441	33.22	1033216	2621441	51213
SpectrumIndex 4298 at 33.23 minutes; base peak 207 m/z with intensity 2098; TIC = 1530440	33.23	2098	1530440	50181
SpectrumIndex 4299 at 33.23 minutes; base peak 207 m/z with intensity 2049; TIC = 912172	33.23	2049	912172	51350
SpectrumIndex 4300 at 33.24 minutes; base peak 207 m/z with intensity 1034752; TIC = 2118721	33.24	1034752	2118721	52085
SpectrumIndex 4301 at 33.25 minutes; base peak 207 m/z with intensity 1810; TIC = 917255	33.25	1810	917255	49468
SpectrumIndex 4302 at 33.25 minutes; base peak 207 m/z with intensity 1043456; TIC = 2750368	33.25	1043456	2750368	53054
SpectrumIndex 4303 at 33.26 minutes; base peak 207 m/z with intensity 15112; TIC = 874741	33.26	15112	874741	50278
SpectrumIndex 4304 at 33.27 minutes; base peak 207 m/z with intensity 125888; TIC = 1219946	33.27	125888	1219946	50707
SpectrumIndex 4305 at 33.27 minutes; base peak 207 m/z with intensity 15320; TIC = 2027019	33.27	15320	2027019	49245
SpectrumIndex 4306 at 33.28 minutes; base peak 207 m/z with intensity 15040; TIC = 826599	33.28	15040	826599	50007
SpectrumIndex 4307 at 33.28 minutes; base peak 207 m/z with intensity 14872; TIC = 974788	33.28	14872	974788	50232
SpectrumIndex 4308 at 33.29 minutes; base peak 207 m/z with intensity 1031168; TIC = 2523742	33.29	1031168	2523742	50721
SpectrumIndex 4309 at 33.30 minutes; base peak 207 m/z with intensity 125184; TIC = 1101216	33.30	125184	1101216	48111
SpectrumIndex 4310 at 33.30 minutes; base peak 207 m/z with intensity 1033728; TIC = 2723704	33.30	1033728	2723704	50002
SpectrumIndex 4311 at 33.31 minutes; base peak 207 m/z with intensity 1833; TIC = 898650	33.31	1833	898650	47169
SpectrumIndex 4312 at 33.32 minutes; base peak 207 m/z with intensity 126528; TIC = 929677	33.32	126528	929677	49905
SpectrumIndex 4313 at 33.32 minutes; base peak 207 m/z with intensity 15056; TIC = 760630	33.32	15056	760630	50188
SpectrumIndex 4314 at 33.33 minutes; base peak 207 m/z with intensity 126144; TIC = 948525	33.33	126144	948525	48171
SpectrumIndex 4315 at 33.33 minutes; base peak 207 m/z with intensity 126208; TIC = 720728	33.33	126208	720728	48778
SpectrumIndex 4316 at 33.34 minutes; base peak 207 m/z with intensity 15248; TIC = 1097629	33.34	15248	1097629	49545
SpectrumIndex 4317 at 33.35 minutes; base peak 207 m/z with intensity 15144; TIC = 1461759	33.35	15144	1461759	48710
SpectrumIndex 4318 at 33.35 minutes; base peak 207 m/z with intensity 15072; TIC = 1042236	33.35	15072	1042236	46674
SpectrumIndex 4319 at 33.36 minutes; base peak 207 m/z with intensity 2081; TIC = 669569	33.36	2081	669569	49957
SpectrumIndex 4320 at 33.37 minutes; base peak 207 m/z with intensity 125760; TIC = 1065578	33.37	125760	1065578	48925
SpectrumIndex 4321 at 33.37 minutes; base peak 207 m/z with intensity 2093; TIC = 1762099	33.37	2093	1762099	49883
SpectrumIndex 4322 at 33.38 minutes; base peak 207.1 m/z with intensity 125952; TIC = 1314410	33.38	125952	1314410	50056
SpectrumIndex 4323 at 33.38 minutes; base peak 207 m/z with intensity 1044480; TIC = 2010612	33.38	1044480	2010612	48976
SpectrumIndex 4324 at 33.39 minutes; base peak 207 m/z with intensity 2110; TIC = 1528132	33.39	2110	1528132	48724
SpectrumIndex 4325 at 33.40 minutes; base peak 207 m/z with intensity 126656; TIC = 1092003	33.40	126656	1092003	49134
SpectrumIndex 4326 at 33.40 minutes; base peak 207 m/z with intensity 17240; TIC = 859438	33.40	17240	859438	48626
SpectrumIndex 4327 at 33.41 minutes; base peak 207 m/z with intensity 1031168; TIC = 1970571	33.41	1031168	1970571	50492
SpectrumIndex 4328 at 33.42 minutes; base peak 207 m/z with intensity 1025536; TIC = 1744139	33.42	1025536	1744139	49169
SpectrumIndex 4329 at 33.42 minutes; base peak 207 m/z with intensity 1043968; TIC = 1825943	33.42	1043968	1825943	49289
SpectrumIndex 4330 at 33.43 minutes; base peak 207 m/z with intensity 2084; TIC = 683560	33.43	2084	683560	49174
SpectrumIndex 4331 at 33.43 minutes; base peak 207 m/z with intensity 1033728; TIC = 1486127	33.43	1033728	1486127	50520
SpectrumIndex 4332 at 33.44 minutes; base peak 207 m/z with intensity 124864; TIC = 786874	33.44	124864	786874	48245
SpectrumIndex 4333 at 33.45 minutes; base peak 207 m/z with intensity 14928; TIC = 596633	33.45	14928	596633	50925
SpectrumIndex 4334 at 33.45 minutes; base peak 207 m/z with intensity 906752; TIC = 1613686	33.45	906752	1613686	47638
SpectrumIndex 4335 at 33.46 minutes; base peak 207 m/z with intensity 1028096; TIC = 1847647	33.46	1028096	1847647	46710
SpectrumIndex 4336 at 33.47 minutes; base peak 207 m/z with intensity 123136; TIC = 922114	33.47	123136	922114	47859
SpectrumIndex 4337 at 33.47 minutes; base peak 207 m/z with intensity 2101; TIC = 1314846	33.47	2101	1314846	48429
SpectrumIndex 4338 at 33.48 minutes; base peak 207 m/z with intensity 1816; TIC = 726170	33.48	1816	726170	47857
SpectrumIndex 4339 at 33.48 minutes; base peak 207 m/z with intensity 1035264; TIC = 1898541	33.48	1035264	1898541	47796
SpectrumIndex 4340 at 33.49 minutes; base peak 207 m/z with intensity 1027584; TIC = 3029816	33.49	1027584	3029816	49109
SpectrumIndex 4341 at 33.50 minutes; base peak 207 m/z with intensity 1031680; TIC = 1878306	33.50	1031680	1878306	46892
SpectrumIndex 4342 at 33.50 minutes; base peak 207 m/z with intensity 1047552; TIC = 1827637	33.50	1047552	1827637	50047
SpectrumIndex 4343 at 33.51 minutes; base peak 207 m/z with intensity 17200; TIC = 713077	33.51	17200	713077	48042
SpectrumIndex 4344 at 33.52 minutes; base peak 207 m/z with intensity 1018880; TIC = 1847533	33.52	1018880	1847533	47958
SpectrumIndex 4345 at 33.52 minutes; base peak 207 m/z with intensity 1017856; TIC = 2641010	33.52	1017856	2641010	50000
SpectrumIndex 4346 at 33.53 minutes; base peak 207 m/z with intensity 1029120; TIC = 1868343	33.53	1029120	1868343	48491
SpectrumIndex 4347 at 33.54 minutes; base peak 207 m/z with intensity 2049; TIC = 1004850	33.54	2049	1004850	48887
SpectrumIndex 4348 at 33.54 minutes; base peak 207 m/z with intensity 125056; TIC = 2413223	33.54	125056	2413223	47543
SpectrumIndex 4349 at 33.55 minutes; base peak 207 m/z with intensity 139584; TIC = 803700	33.55	139584	803700	47019
SpectrumIndex 4350 at 33.55 minutes; base peak 207 m/z with intensity 125248; TIC = 1175006	33.55	125248	1175006	45913
SpectrumIndex 4351 at 33.56 minutes; base peak 207 m/z with intensity 901632; TIC = 1668389	33.56	901632	1668389	46168
SpectrumIndex 4352 at 33.57 minutes; base peak 207 m/z with intensity 125184; TIC = 1610146	33.57	125184	1610146	50838
SpectrumIndex 4353 at 33.57 minutes; base peak 207 m/z with intensity 1029632; TIC = 1733806	33.57	1029632	1733806	49399
SpectrumIndex 4354 at 33.58 minutes; base peak 206.9 m/z with intensity 14976; TIC = 565781	33.58	14976	565781	48202
SpectrumIndex 4355 at 33.59 minutes; base peak 207 m/z with intensity 1016320; TIC = 2610544	33.59	1016320	2610544	49542
SpectrumIndex 4356 at 33.59 minutes; base peak 207 m/z with intensity 15120; TIC = 1017416	33.59	15120	1017416	48485
SpectrumIndex 4357 at 33.60 minutes; base peak 207 m/z with intensity 15136; TIC = 1528750	33.60	15136	1528750	48185
SpectrumIndex 4358 at 33.60 minutes; base peak 207 m/z with intensity 17344; TIC = 1825337	33.60	17344	1825337	47676
SpectrumIndex 4359 at 33.61 minutes; base peak 207 m/z with intensity 126336; TIC = 1243448	33.61	126336	1243448	48802
SpectrumIndex 4360 at 33.62 minutes; base peak 207 m/z with intensity 909312; TIC = 1457607	33.62	909312	1457607	47687
SpectrumIndex 4361 at 33.62 minutes; base peak 207 m/z with intensity 2060; TIC = 864866	33.62	2060	864866	47181
SpectrumIndex 4362 at 33.63 minutes; base peak 207 m/z with intensity 15328; TIC = 1168961	33.63	15328	1168961	46610
SpectrumIndex 4363 at 33.64 minutes; base peak 207 m/z with intensity 1818; TIC = 1395474	33.64	1818	1395474	46437
SpectrumIndex 4364 at 33.64 minutes; base peak 207 m/z with intensity 895488; TIC = 1802914	33.64	895488	1802914	46248
SpectrumIndex 4365 at 33.65 minutes; base peak 207 m/z with intensity 123904; TIC = 1382093	33.65	123904	1382093	47934
SpectrumIndex 4366 at 33.65 minutes; base peak 207 m/z with intensity 123264; TIC = 980508	33.65	123264	980508	47407
SpectrumIndex 4367 at 33.66 minutes; base peak 207 m/z with intensity 1834; TIC = 1998532	33.66	1834	1998532	47507
SpectrumIndex 4368 at 33.67 minutes; base peak 207 m/z with intensity 123520; TIC = 813133	33.67	123520	813133	47477
SpectrumIndex 4369 at 33.67 minutes; base peak 207 m/z with intensity 2109; TIC = 575262	33.67	2109	575262	48701
SpectrumIndex 4370 at 33.68 minutes; base peak 207 m/z with intensity 1016832; TIC = 1652220	33.68	1016832	1652220	47478
SpectrumIndex 4371 at 33.69 minutes; base peak 207 m/z with intensity 125376; TIC = 912632	33.69	125376	912632	49284
SpectrumIndex 4372 at 33.69 minutes; base peak 207 m/z with intensity 1033216; TIC = 2015406	33.69	1033216	2015406	49554
SpectrumIndex 4373 at 33.70 minutes; base peak 207 m/z with intensity 124416; TIC = 1740665	33.70	124416	1740665	47618
SpectrumIndex 4374 at 33.70 minutes; base peak 207 m/z with intensity 124032; TIC = 1132217	33.70	124032	1132217	49373
SpectrumIndex 4375 at 33.71 minutes; base peak 207 m/z with intensity 125888; TIC = 908554	33.71	125888	908554	46911
SpectrumIndex 4376 at 33.72 minutes; base peak 207 m/z with intensity 124928; TIC = 869975	33.72	124928	869975	46167
SpectrumIndex 4377 at 33.72 minutes; base peak 207 m/z with intensity 17168; TIC = 1497346	33.72	17168	1497346	48107
SpectrumIndex 4378 at 33.73 minutes; base peak 207 m/z with intensity 126528; TIC = 590403	33.73	126528	590403	47100
SpectrumIndex 4379 at 33.74 minutes; base peak 207 m/z with intensity 1037824; TIC = 1782468	33.74	1037824	1782468	49264
SpectrumIndex 4380 at 33.74 minutes; base peak 207 m/z with intensity 14936; TIC = 858121	33.74	14936	858121	47116
SpectrumIndex 4381 at 33.75 minutes; base peak 207 m/z with intensity 123712; TIC = 1684054	33.75	123712	1684054	46431
SpectrumIndex 4382 at 33.75 minutes; base peak 207 m/z with intensity 17008; TIC = 779375	33.75	17008	779375	47318
SpectrumIndex 4383 at 33.76 minutes; base peak 207 m/z with intensity 15080; TIC = 786892	33.76	15080	786892	46340
SpectrumIndex 4384 at 33.77 minutes; base peak 207 m/z with intensity 124224; TIC = 1134799	33.77	124224	1134799	49489
SpectrumIndex 4385 at 33.77 minutes; base peak 207 m/z with intensity 1016832; TIC = 1514976	33.77	1016832	1514976	45946
SpectrumIndex 4386 at 33.78 minutes; base peak 207 m/z with intensity 123328; TIC = 854703	33.78	123328	854703	46540
SpectrumIndex 4387 at 33.79 minutes; base peak 207 m/z with intensity 2084; TIC = 1361905	33.79	2084	1361905	48391
SpectrumIndex 4388 at 33.79 minutes; base peak 207 m/z with intensity 126464; TIC = 739609	33.79	126464	739609	48917
SpectrumIndex 4389 at 33.80 minutes; base peak 207 m/z with intensity 123200; TIC = 1484063	33.80	123200	1484063	48487
SpectrumIndex 4390 at 33.80 minutes; base peak 207 m/z with intensity 15336; TIC = 1006938	33.80	15336	1006938	48045
SpectrumIndex 4391 at 33.81 minutes; base peak 207 m/z with intensity 1018880; TIC = 2219080	33.81	1018880	2219080	47409
SpectrumIndex 4392 at 33.82 minutes; base peak 207 m/z with intensity 126144; TIC = 865316	33.82	126144	865316	46653
SpectrumIndex 4393 at 33.82 minutes; base peak 207 m/z with intensity 15280; TIC = 1776975	33.82	15280	1776975	46796
SpectrumIndex 4394 at 33.83 minutes; base peak 207 m/z with intensity 1818; TIC = 916152	33.83	1818	916152	47776
SpectrumIndex 4395 at 33.84 minutes; base peak 207 m/z with intensity 16976; TIC = 1333512	33.84	16976	1333512	46502
SpectrumIndex 4396 at 33.84 minutes; base peak 207 m/z with intensity 1033728; TIC = 1704624	33.84	1033728	1704624	47499
SpectrumIndex 4397 at 33.85 minutes; base peak 207 m/z with intensity 15184; TIC = 1054992	33.85	15184	1054992	48008
SpectrumIndex 4398 at 33.85 minutes; base peak 207 m/z with intensity 126528; TIC = 1194883	33.85	126528	1194883	47246
SpectrumIndex 4399 at 33.86 minutes; base peak 207 m/z with intensity 2077; TIC = 874249	33.86	2077	874249	46961
SpectrumIndex 4400 at 33.87 minutes; base peak 207 m/z with intensity 2055; TIC = 581346	33.87	2055	581346	46516
SpectrumIndex 4401 at 33.87 minutes; base peak 207 m/z with intensity 1039360; TIC = 2802603	33.87	1039360	2802603	46980
